run_id,close_torque_command,empty_container_mass_g,container_plus_delivered_pellets_mass_g,delivered_mass_g,residual_count_min,residual_count_max,residual_mass_g,initial_residue_removed_before_run,source
torque900_03,900,9.65,29.60,19.95,10,15,,,operator_measurement_01.json
