sample,host_elapsed_s,mono_ns,phase,door_deg,lip_height_cm,shoulder_deg,shoulder_load_raw,elbow_load_raw,wrist_load_raw,arm_target_error_deg,torque_command,target_door_deg,q_0_deg,q_1_deg,q_2_deg,q_3_deg,q_4_deg,q_5_deg
0,0.036731278,8340234142920,preflight,3.339843729954424,50.49767426398658,3.3398437534575502,120.0,21.0,13.0,0.0,-1.0,3.339843729954424,1.1425781111050095,3.3398437534575502,91.66992188848033,88.066406223563,0.08789063715325754,3.339843729954424
1,0.05338802,8340250799662,preflight,3.339843729954424,50.49767426398658,3.3398437534575502,120.0,21.0,13.0,0.0,-1.0,3.339843729954424,1.1425781111050095,3.3398437534575502,91.66992188848033,88.066406223563,0.08789063715325754,3.339843729954424
2,0.075264837,8340272676479,preflight,3.339843729954424,50.49767426398658,3.3398437534575502,120.0,21.0,13.0,0.0,-1.0,3.339843729954424,1.1425781111050095,3.3398437534575502,91.66992188848033,88.066406223563,0.08789063715325754,3.339843729954424
3,0.091732249,8340289143891,preflight,3.339843729954424,50.49767426398658,3.3398437534575502,120.0,21.0,13.0,0.0,-1.0,3.339843729954424,1.1425781111050095,3.3398437534575502,91.66992188848033,88.066406223563,0.08789063715325754,3.339843729954424
4,0.108486131,8340305897773,preflight,3.339843729954424,50.49767426398658,3.3398437534575502,120.0,21.0,13.0,0.0,-1.0,3.339843729954424,1.1425781111050095,3.3398437534575502,91.66992188848033,88.066406223563,0.08789063715325754,3.339843729954424
5,0.135347126,8340332758768,preflight,3.339843729954424,50.49767426398658,3.3398437534575502,120.0,21.0,13.0,0.0,-1.0,3.339843729954424,1.1425781111050095,3.3398437534575502,91.66992188848033,88.066406223563,0.08789063715325754,3.339843729954424
6,0.151947341,8340349358983,preflight,3.339843729954424,50.49767426398658,3.3398437534575502,120.0,21.0,13.0,0.0,-1.0,3.339843729954424,1.1425781111050095,3.3398437534575502,91.66992188848033,88.066406223563,0.08789063715325754,3.339843729954424
7,0.168288562,8340365700204,preflight,3.339843729954424,50.49767426398658,3.3398437534575502,120.0,21.0,13.0,0.0,-1.0,3.339843729954424,1.1425781111050095,3.3398437534575502,91.66992188848033,88.066406223563,0.08789063715325754,3.339843729954424
8,0.190269346,8340387680988,preflight,3.339843729954424,50.49767426398658,3.3398437534575502,120.0,21.0,13.0,0.0,-1.0,3.339843729954424,1.1425781111050095,3.3398437534575502,91.66992188848033,88.066406223563,0.08789063715325754,3.339843729954424
9,0.206868153,8340404279795,preflight,3.339843729954424,50.49767426398658,3.3398437534575502,120.0,21.0,13.0,0.0,-1.0,3.339843729954424,1.1425781111050095,3.3398437534575502,91.66992188848033,88.066406223563,0.08789063715325754,3.339843729954424
10,0.223466585,8340420878227,preflight,3.339843729954424,50.49767426398658,3.3398437534575502,120.0,21.0,13.0,0.0,-1.0,3.339843729954424,1.1425781111050095,3.3398437534575502,91.66992188848033,88.066406223563,0.08789063715325754,3.339843729954424
11,0.245355835,8340442767477,preflight,3.339843729954424,50.49767426398658,3.3398437534575502,120.0,21.0,13.0,0.0,-1.0,3.339843729954424,1.1425781111050095,3.3398437534575502,91.66992188848033,88.066406223563,0.08789063715325754,3.339843729954424
12,0.262007679,8340459419321,preflight,3.339843729954424,50.49767426398658,3.3398437534575502,120.0,21.0,13.0,0.0,-1.0,3.339843729954424,1.1425781111050095,3.3398437534575502,91.66992188848033,88.066406223563,0.08789063715325754,3.339843729954424
13,0.288096179,8340485507821,preflight,3.339843729954424,50.49767426398658,3.3398437534575502,120.0,21.0,13.0,0.0,-1.0,3.339843729954424,1.1425781111050095,3.3398437534575502,91.66992188848033,88.066406223563,0.08789063715325754,3.339843729954424
14,0.304661652,8340502073294,preflight,3.339843729954424,50.49767426398658,3.3398437534575502,120.0,21.0,13.0,0.0,-1.0,3.339843729954424,1.1425781111050095,3.3398437534575502,91.66992188848033,88.066406223563,0.08789063715325754,3.339843729954424
