sample,host_elapsed_s,mono_ns,phase,door_deg,lip_height_cm,shoulder_deg,shoulder_load_raw,elbow_load_raw,wrist_load_raw,arm_target_error_deg,torque_command,target_door_deg,q_0_deg,q_1_deg,q_2_deg,q_3_deg,q_4_deg,q_5_deg
103,1.880607186,7165578492873,p1,2.4609374730134164,70.7201291703105,1.1425781111050095,48.0,49.0,17.0,87.64843750868275,200.0,2.4609374730134164,0.0,1.1425781111050095,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164
104,1.898722066,7165596607753,p1,2.4609374730134164,70.7201291703105,1.1425781111050095,28.0,29.0,-21.0,87.64843750868275,200.0,2.4609374730134164,0.0,1.1425781111050095,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164
105,1.91660763,7165614493317,p1,2.5488281101666814,70.7201291703105,1.1425781111050095,12.0,9.0,-33.0,87.64843750868275,200.0,2.4609374730134164,0.0,1.1425781111050095,91.14257812285656,0.3515624913172506,0.0,2.5488281101666814
106,1.93466612,7165632551807,p1,2.5488281101666814,70.59171069285334,1.230468748258267,20.0,-9.0,-41.0,87.47265623437623,200.0,2.4609374730134164,0.0,1.230468748258267,91.14257812285656,0.5273437656237657,0.0,2.5488281101666814
107,1.952838695,7165650724382,p1,2.6367187473199465,70.3241592862978,1.4062500225647818,32.0,-13.0,-37.0,87.38476559722298,200.0,2.4609374730134164,0.0,1.4062500225647818,91.31835939716308,0.6152344027770232,0.0,2.6367187473199465
108,1.970516369,7165668402056,p1,2.724609384473183,70.05074370850488,1.4941406024222599,44.0,9.0,-45.0,87.12109374305898,200.0,2.4609374730134164,0.0,1.4941406024222599,91.49414061417382,0.8789062569410163,0.0,2.724609384473183
109,1.988832291,7165686717978,p1,2.812500021626448,69.87229546424673,1.4941406024222599,36.0,29.0,-49.0,86.94531252604824,200.0,2.4609374730134164,0.0,1.4941406024222599,91.66992188848033,1.054687473951752,0.0,2.812500021626448
110,2.006665242,7165704550929,p1,2.812500021626448,69.71611511507191,1.4941406024222599,36.0,33.0,-49.0,86.68164061458847,200.0,2.4609374730134164,0.0,1.4941406024222599,91.7578125256336,1.3183593854115245,0.0,2.812500021626448
111,2.024553039,7165722438726,p1,2.812500021626448,69.56005967612215,1.4941406024222599,36.0,29.0,-45.0,86.41796876042449,200.0,2.4609374730134164,0.0,1.4941406024222599,91.84570310549107,1.5820312395755176,0.0,2.812500021626448
112,2.043308265,7165741193952,p1,2.812500021626448,69.33736311832197,1.6699218767287751,44.0,33.0,-53.0,86.1542968489647,200.0,2.4609374730134164,0.0,1.6699218767287751,91.84570310549107,1.84570315103529,0.0,2.812500021626448
