case,exit_projected_slope_deg,exit_gravity_fraction,side_gravity_fraction,lip_displacement_norm_mm,measured,executable_plan
actual,7.504993205478412,0.1304022739644418,0.056726753684677785,0.0,True,False
commanded,7.4999994097331255,0.13052617405397737,0.0003490658433099094,21.768545913449763,False,False
pitch_level,7.4999994097331255,0.13052618200608704,1.1674335383423165e-16,12.528759252559952,False,False
pitch_plus5,7.512745999412295,0.12939306157853542,0.14352618800182668,19.259911054512692,False,False
roll_minus5,7.783728211730415,0.13521777156941261,0.056510957748521946,0.6942204486692016,False,False
ideal_outward5,12.504993205478414,0.21617603445236466,0.056726753684677785,0.0,False,False
