leg,physics_step,phase,q5_deg,delta_mm,tilt_deg,clr_fixed_mm_MA,clr_moving_mm_MA,clr_fixed_mm_MB,clr_moving_mm_MB,clr_fixed_mm_visual,clr_moving_mm_visual,fixed_argmin_part,moving_argmin_part,fixed_n_inside,moving_n_inside
2,469,close,27.4822,-1.174155,1.5077,-0.033173,8.616782,-0.018656,8.600890,-0.033385,8.616891,part_029,part_063,19,0
2,470,close,27.0339,-1.174513,1.5081,-0.033103,8.095745,-0.018561,8.079924,-0.033315,8.095852,part_029,part_063,19,0
2,471,close,26.6666,-1.174840,1.5085,-0.033012,7.668059,-0.018448,7.652299,-0.033225,7.668172,part_029,part_063,19,0
2,472,close,26.3656,-1.174840,1.5084,-0.033029,7.318350,-0.018465,7.302662,-0.033243,7.318464,part_029,part_063,19,0
2,473,close,26.1190,-1.174840,1.5084,-0.033029,7.032072,-0.018465,7.016445,-0.033243,7.032188,part_029,part_063,19,0
2,474,close,25.9169,-1.174840,1.5083,-0.033042,6.797585,-0.018478,6.782010,-0.033255,6.797703,part_029,part_063,19,0
2,475,close,25.7513,-1.174155,1.5080,-0.033139,6.606907,-0.018621,6.591424,-0.033351,6.607025,part_029,part_063,19,0
2,476,close,25.6156,-1.174155,1.5076,-0.033177,6.448125,-0.018660,6.432677,-0.033391,6.448244,part_029,part_063,19,0
2,477,close,25.5044,-1.174155,1.5074,-0.033224,6.319233,-0.018706,6.303815,-0.033438,6.319353,part_029,part_063,19,0
2,478,close,24.8716,-1.172100,1.5031,-0.033086,5.588815,-0.018707,5.573719,-0.033299,5.588938,part_029,part_063,19,0
2,479,close,24.3530,-1.172785,1.5042,-0.032841,4.988562,-0.018416,4.973566,-0.033055,4.988688,part_029,part_063,19,0
2,480,close,23.9281,-1.173113,1.5050,-0.032712,4.499408,-0.018265,4.484518,-0.032926,4.499543,part_029,part_063,19,0
2,481,close,23.5799,-1.173470,1.5054,-0.032630,4.097685,-0.018158,4.082878,-0.032842,4.097818,part_029,part_063,19,0
2,482,close,23.2946,-1.173470,1.5058,-0.032558,3.769538,-0.018086,3.754822,-0.032771,3.769673,part_029,part_063,19,0
2,483,close,23.0608,-1.173470,1.5057,-0.032571,3.500794,-0.018099,3.486154,-0.032783,3.500930,part_029,part_063,19,0
2,484,close,22.8692,-1.173470,1.5056,-0.032592,3.280727,-0.018120,3.266151,-0.032806,3.280864,part_029,part_063,19,0
2,485,close,22.7122,-1.173470,1.5055,-0.032621,3.100501,-0.018150,3.085979,-0.032836,3.100640,part_029,part_063,19,0
2,486,close,22.5836,-1.173113,1.5053,-0.032683,2.953670,-0.018235,2.939216,-0.032896,2.953815,part_029,part_063,19,0
2,487,close,22.2976,-1.172428,1.5036,-0.032979,2.625511,-0.018578,2.611203,-0.033192,2.625659,part_029,part_063,19,0
2,488,close,22.0633,-1.172428,1.5039,-0.032936,2.357306,-0.018535,2.343080,-0.033150,2.357455,part_029,part_063,19,0
2,489,close,21.8713,-1.172785,1.5040,-0.032871,2.136989,-0.018446,2.122809,-0.033084,2.137136,part_029,part_063,19,0
2,490,close,21.7139,-1.172785,1.5040,-0.032888,1.957044,-0.018463,1.942921,-0.033102,1.957192,part_029,part_063,19,0
2,491,close,21.5850,-1.172785,1.5039,-0.032905,1.809767,-0.018480,1.795690,-0.033119,1.809915,part_029,part_063,19,0
2,492,close,21.3891,-1.172100,1.5031,-0.033086,1.587348,-0.018707,1.573390,-0.033299,1.587498,part_029,part_063,19,0
2,493,close,21.2285,-1.172100,1.5032,-0.033056,1.404179,-0.018677,1.390281,-0.033269,1.404331,part_029,part_063,19,0
2,494,close,21.0969,-1.172100,1.5032,-0.033056,1.254150,-0.018677,1.240302,-0.033269,1.254303,part_029,part_063,19,0
2,495,close,20.8989,-1.172100,1.5027,-0.033162,1.028454,-0.018783,1.014682,-0.033375,1.028610,part_029,part_063,19,0
2,496,close,20.7365,-1.172100,1.5028,-0.033145,0.843615,-0.018766,0.829906,-0.033358,0.843772,part_029,part_063,19,0
2,497,close,20.6035,-1.172100,1.5029,-0.033119,0.692360,-0.018741,0.678703,-0.033334,0.692518,part_029,part_063,19,0
2,498,close,20.4042,-1.172100,1.5021,-0.033263,0.465633,-0.018885,0.452055,-0.033476,0.465794,part_029,part_063,19,0
2,499,close,20.2409,-1.172100,1.5024,-0.033221,0.280227,-0.018842,0.266714,-0.033434,0.280389,part_029,part_063,19,0
2,500,close,20.1071,-1.172100,1.5023,-0.033238,0.128353,-0.018859,0.114895,-0.033452,0.128517,part_029,part_063,19,0
2,501,hold,19.9977,-1.169193,1.5012,-0.033618,0.011075,-0.019523,-0.002073,-0.033832,0.011237,part_029,part_063,19,0
2,502,hold,19.9095,-1.137275,1.4400,-0.028742,-0.067704,-0.016630,-0.078954,-0.028947,-0.067541,part_029,part_063,18,29
2,503,lift,19.8363,-0.494958,1.1379,0.532434,-0.006837,0.548943,-0.022018,0.532284,-0.006628,part_029,part_063,0,5
2,504,lift,19.7763,0.104853,0.8074,1.112109,-0.010774,1.137031,-0.033465,1.112063,-0.010445,part_029,part_063,0,6
2,505,lift,19.7271,0.595581,0.4940,1.592761,-0.010395,1.624753,-0.039254,1.592123,-0.010058,part_029,part_063,0,6
2,506,lift,19.6867,0.995657,0.1672,1.991325,-0.010880,2.029190,-0.044716,1.991170,-0.010512,part_029,part_063,0,6
2,507,lift,19.6535,1.321971,0.0056,2.329636,-0.002996,2.373906,-0.042365,2.329484,-0.002624,part_029,part_063,0,4
2,508,lift,19.6261,1.590878,0.0039,2.618290,-0.002880,2.669612,-0.048503,2.618148,-0.002510,part_029,part_063,0,4
2,509,lift,19.6034,2.520500,0.0023,3.641308,0.037642,3.719182,-0.031655,3.641267,0.038007,part_029,part_063,0,0
2,510,lift,19.5850,3.371726,0.0038,4.627309,-0.000612,4.733628,-0.095369,4.627186,-0.000257,part_029,part_063,0,2
2,511,lift,19.5700,4.066340,0.0037,5.409257,0.004221,5.536881,-0.109639,5.409115,0.004568,part_029,part_063,0,0
2,512,lift,19.5576,4.634347,0.0036,6.049223,0.007078,6.194313,-0.122470,6.049090,0.007421,part_029,part_063,0,0
2,513,lift,19.5475,5.098653,0.0034,6.572206,0.009752,6.731557,-0.132625,6.572077,0.010091,part_029,part_063,0,0
2,514,lift,19.5392,5.478142,0.0028,7.000157,0.010868,7.171209,-0.142048,7.000075,0.011207,part_029,part_063,0,0
2,515,lift,19.5324,5.788041,0.0032,7.350218,0.011062,7.530868,-0.150509,7.350128,0.011399,part_029,part_063,0,0
2,516,lift,19.5268,6.041775,0.0028,7.635148,0.013755,7.823518,-0.154780,7.635052,0.014089,part_029,part_063,0,0
3,386,close,88.3094,0.277198,0.0021,0.711890,48.542325,0.685527,48.566774,0.711781,48.531938,part_029,part_011,0,0
3,387,close,88.3093,-0.058962,0.0023,0.413286,48.212036,0.383640,48.239458,0.413286,48.202156,part_029,part_011,0,0
3,388,close,86.5102,-0.328933,0.0020,0.168861,47.619888,0.136083,47.650133,0.168851,47.540138,part_029,part_011,0,0
3,389,close,84.7112,-0.534874,0.0190,0.012025,47.065628,-0.020615,47.095310,0.012000,46.887264,part_029,part_025,0,0
3,390,close,82.9121,-0.647027,0.1728,0.003581,46.540841,-0.021185,46.563063,0.003545,46.264089,part_029,part_025,0,0
3,391,close,81.1130,-0.740008,0.4312,0.001509,45.990785,-0.015548,46.005684,0.001474,45.661656,part_029,part_025,0,0
3,392,close,79.3139,-0.819976,0.6299,-0.006272,45.403070,-0.017469,45.412562,-0.006340,45.082996,part_029,part_025,12,0
3,393,close,77.5149,-0.884844,0.7935,-0.011403,44.791931,-0.017768,44.797264,-0.011499,44.513778,part_029,part_025,14,0
3,394,close,75.7158,-0.938805,0.9275,-0.015960,44.198654,-0.018408,44.200703,-0.016077,43.965240,part_029,part_025,14,0
3,395,close,73.9167,-0.982461,1.0364,-0.018176,43.629035,-0.017406,43.628390,-0.018310,43.441486,part_029,part_025,15,0
3,396,close,72.1177,-1.019320,1.1255,-0.022100,43.079112,-0.018749,43.076301,-0.022249,42.938436,part_029,part_025,17,0
3,397,close,70.3186,-1.048424,1.1985,-0.024078,42.552127,-0.018583,42.547508,-0.024239,42.446999,part_029,part_025,17,0
3,398,close,68.5338,-1.072923,1.2583,-0.025544,41.727368,-0.018305,41.722261,-0.025714,41.704489,part_029,part_030,17,0
3,399,close,66.9926,-1.093640,1.3093,-0.027691,40.867369,-0.018964,40.861448,-0.027870,40.846032,part_029,part_030,18,0
3,400,close,65.7297,-1.110605,1.3506,-0.028693,40.133275,-0.018731,40.126864,-0.028877,40.118005,part_029,part_042,18,0
3,401,close,64.6949,-1.124334,1.3840,-0.030212,39.516194,-0.019323,39.509379,-0.030401,39.506761,part_029,part_042,18,0
3,402,close,63.8470,-1.135104,1.4109,-0.031001,39.000043,-0.019296,38.992975,-0.031195,38.994875,part_029,part_042,18,0
3,403,close,63.1522,-1.144366,1.4326,-0.031772,38.570429,-0.019442,38.563138,-0.031970,38.569039,part_029,part_042,19,0
3,404,close,62.5829,-1.151573,1.4503,-0.032334,38.213635,-0.019516,38.206198,-0.032533,38.197687,part_029,part_042,19,0
3,405,close,62.1164,-1.157738,1.4645,-0.032586,37.875769,-0.019352,37.870371,-0.032788,37.851890,part_029,part_045,19,0
3,406,close,61.7341,-1.161658,1.4758,-0.032376,37.591669,-0.018789,37.586136,-0.032579,37.568813,part_029,part_045,19,0
3,407,close,61.4209,-1.165440,1.4851,-0.032569,37.358602,-0.018727,37.352971,-0.032773,37.336589,part_029,part_045,19,0
3,408,close,61.1642,-1.168865,1.4926,-0.033098,37.168031,-0.019025,37.162312,-0.033304,37.146711,part_029,part_045,19,0
3,409,close,60.9539,-1.171277,1.4984,-0.033965,37.011150,-0.019729,37.005371,-0.034171,36.990402,part_029,part_045,19,0
3,410,close,60.7816,-1.173332,1.5035,-0.033974,36.883152,-0.019599,36.877319,-0.034181,36.862875,part_029,part_045,19,0
3,411,close,60.6404,-1.174702,1.5072,-0.034251,36.778368,-0.019783,36.772501,-0.034458,36.758479,part_029,part_045,20,0
3,412,close,60.5247,-1.176072,1.5104,-0.034630,36.692237,-0.020070,36.686334,-0.034836,36.672665,part_029,part_045,20,0
3,413,close,58.7256,-1.171277,1.4990,-0.033865,35.368096,-0.019629,35.362294,-0.034071,35.353705,part_029,part_045,19,0
3,414,close,56.9265,-1.172975,1.5031,-0.034065,34.042087,-0.019714,34.036197,-0.034271,34.033072,part_029,part_045,19,0
3,415,close,55.1275,-1.174702,1.5063,-0.034433,32.719652,-0.019966,32.713646,-0.034641,32.716261,part_029,part_045,20,0
3,416,close,53.3551,-1.176072,1.5097,-0.033769,31.420966,-0.019209,31.415016,-0.033977,31.420805,part_029,part_045,19,0
3,417,close,51.8462,-1.177252,1.5142,-0.032893,30.294230,-0.018166,30.288679,-0.033101,30.294107,part_029,part_045,19,0
3,418,close,50.6098,-1.179170,1.5174,-0.034281,29.352248,-0.019511,29.347105,-0.034489,29.352244,part_029,part_045,20,0
3,419,close,49.5966,-1.179307,1.5196,-0.033828,28.568161,-0.018963,28.563264,-0.034038,28.567818,part_029,part_045,19,0
3,420,close,48.7665,-1.179992,1.5208,-0.033586,27.917583,-0.018674,27.912970,-0.033795,27.917355,part_029,part_045,19,0
3,421,close,48.0862,-1.180867,1.5215,-0.034463,27.379221,-0.019579,27.374938,-0.034671,27.380723,part_029,part_045,20,0
3,422,close,47.5288,-1.179992,1.5218,-0.033408,26.936004,-0.018496,26.931713,-0.033618,26.942392,part_029,part_045,19,0
3,423,close,47.0721,-1.179992,1.5217,-0.033425,26.572848,-0.018513,26.568520,-0.033635,26.583453,part_029,part_045,19,0
3,424,close,46.6979,-1.179992,1.5216,-0.033455,26.275621,-0.018543,26.271265,-0.033665,26.289761,part_029,part_045,19,0
3,425,close,46.3912,-1.180867,1.5212,-0.034518,26.031886,-0.019634,26.027511,-0.034729,26.048947,part_029,part_045,20,0
3,426,close,46.1399,-1.179992,1.5208,-0.033590,25.832948,-0.018678,25.828539,-0.033801,25.852447,part_029,part_045,19,0
3,427,close,45.9340,-1.179635,1.5204,-0.033685,25.670471,-0.018797,25.666069,-0.033897,25.691971,part_029,part_045,19,0
3,428,close,45.7653,-1.180182,1.5200,-0.034743,25.536225,-0.019906,25.531854,-0.034954,25.559634,part_029,part_045,20,0
3,429,close,45.6271,-1.179307,1.5198,-0.033803,25.426972,-0.018937,25.422576,-0.034014,25.451966,part_029,part_045,19,0
3,430,close,45.5138,-1.179307,1.5193,-0.033896,25.337097,-0.019030,25.332689,-0.034108,25.363386,part_029,part_045,19,0
3,431,close,44.7709,-1.176895,1.5138,-0.032961,24.750846,-0.018258,24.746407,-0.033171,24.785735,part_029,part_045,19,0
3,432,close,44.1621,-1.177580,1.5154,-0.033664,24.271267,-0.018915,24.266742,-0.033875,24.313447,part_029,part_045,19,0
3,433,close,43.6632,-1.177937,1.5163,-0.033496,23.878524,-0.018723,23.873970,-0.033707,23.927102,part_029,part_045,19,0
3,434,close,43.2545,-1.177937,1.5168,-0.033378,23.557877,-0.018605,23.553265,-0.033589,23.611249,part_029,part_045,19,0
3,435,close,42.9195,-1.178265,1.5171,-0.033332,23.295629,-0.018537,23.290960,-0.033543,23.351497,part_029,part_045,19,0
3,436,close,42.6451,-1.178265,1.5172,-0.033317,23.080382,-0.018522,23.075670,-0.033529,23.136544,part_029,part_045,19,0
3,437,close,42.4202,-1.178265,1.5172,-0.033317,22.904648,-0.018522,22.899929,-0.033529,22.959875,part_029,part_045,19,0
3,438,close,42.2359,-1.178265,1.5171,-0.033317,22.760837,-0.018522,22.756088,-0.033529,22.814228,part_029,part_045,19,0
3,439,close,42.0849,-1.178265,1.5169,-0.033347,22.643094,-0.018552,22.638319,-0.033559,22.694543,part_029,part_045,19,0
3,440,close,41.9612,-1.177937,1.5168,-0.033395,22.547333,-0.018622,22.542545,-0.033607,22.596304,part_029,part_045,19,0
3,441,close,40.7041,-1.174155,1.5076,-0.033169,21.567114,-0.018652,21.562981,-0.033380,21.575358,part_029,part_046,19,0
3,442,close,39.6740,-1.175525,1.5106,-0.033598,20.739150,-0.018988,20.739775,-0.033810,20.713593,part_029,part_061,19,0
3,443,close,38.8299,-1.176210,1.5125,-0.033243,19.970657,-0.018587,19.971422,-0.033455,20.004010,part_029,part_061,19,0
3,444,close,38.1382,-1.176895,1.5137,-0.032981,19.336772,-0.018279,19.337679,-0.033194,19.387054,part_029,part_061,19,0
3,445,close,37.5714,-1.176895,1.5144,-0.033882,18.816954,-0.019179,18.818021,-0.034094,18.880206,part_029,part_061,19,0
3,446,close,37.1070,-1.177252,1.5148,-0.033787,18.388636,-0.019060,18.389840,-0.033998,18.462321,part_029,part_061,19,0
3,447,close,36.7265,-1.177252,1.5149,-0.033792,18.038078,-0.019065,18.039434,-0.034004,18.119668,part_029,part_061,19,0
3,448,close,36.4147,-1.177252,1.5147,-0.033803,17.748852,-0.019077,17.750263,-0.034016,17.822588,part_029,part_061,19,0
3,449,close,36.1592,-1.177252,1.5145,-0.033816,17.512148,-0.019089,17.513659,-0.034028,17.574931,part_029,part_061,19,0
3,450,close,35.9498,-1.176895,1.5142,-0.032912,17.318150,-0.018209,17.319618,-0.033124,17.372565,part_029,part_060,19,0
3,451,close,35.7783,-1.176895,1.5141,-0.032905,17.157325,-0.018203,17.158699,-0.033117,17.205616,part_029,part_060,19,0
3,452,close,35.6377,-1.176895,1.5137,-0.032981,17.025714,-0.018279,17.026936,-0.033194,17.069199,part_029,part_060,19,0
3,453,close,35.5225,-1.176568,1.5134,-0.033059,16.918353,-0.018378,16.919433,-0.033271,16.958135,part_029,part_060,19,0
3,454,close,34.5252,-1.173470,1.5060,-0.032507,15.966546,-0.018036,15.965595,-0.032719,15.991567,part_029,part_059,19,0
3,455,close,33.7080,-1.174513,1.5082,-0.033068,15.174589,-0.018526,15.173675,-0.033279,15.198570,part_029,part_059,19,0
3,456,close,33.0383,-1.174840,1.5097,-0.032797,14.527006,-0.018233,14.526135,-0.033008,14.550151,part_029,part_059,19,0
3,457,close,32.4896,-1.175525,1.5107,-0.033586,13.995217,-0.018975,13.994388,-0.033798,14.017257,part_029,part_059,19,0
3,458,close,32.0400,-1.175525,1.5110,-0.033529,13.561491,-0.018919,13.560703,-0.033741,13.582051,part_029,part_059,19,0
3,459,close,31.6716,-1.175525,1.5112,-0.033499,13.205615,-0.018889,13.204865,-0.033711,13.224985,part_029,part_059,19,0
3,460,close,31.3697,-1.175525,1.5111,-0.033516,12.914029,-0.018906,12.913312,-0.033728,12.932047,part_029,part_059,19,0
3,461,close,31.1223,-1.175525,1.5111,-0.033516,12.675209,-0.018906,12.674521,-0.033728,12.691795,part_029,part_059,19,0
3,462,close,30.9196,-1.175525,1.5108,-0.033556,12.478740,-0.018946,12.478077,-0.033768,12.494175,part_029,part_059,19,0
3,463,close,30.7535,-1.175525,1.5106,-0.033586,12.318441,-0.018975,12.317799,-0.033798,12.332654,part_029,part_059,19,0
3,464,close,30.6174,-1.175525,1.5104,-0.033628,12.187085,-0.019018,12.186460,-0.033840,12.200112,part_029,part_059,19,0
3,465,close,30.5059,-1.175198,1.5102,-0.033693,12.080149,-0.019105,12.079540,-0.033905,12.092226,part_029,part_059,19,0
3,466,close,29.5116,-1.172100,1.5028,-0.033124,10.987379,-0.018745,10.971269,-0.033335,10.987478,part_029,part_063,19,0
3,467,close,28.6969,-1.173143,1.5051,-0.032703,10.034979,-0.018254,10.018926,-0.032914,10.035078,part_029,part_063,19,0
3,468,close,28.0292,-1.174155,1.5066,-0.033351,9.254036,-0.018834,9.238033,-0.033563,9.254143,part_029,part_063,19,0
3,469,close,27.4822,-1.174155,1.5077,-0.033173,8.616782,-0.018656,8.600890,-0.033385,8.616891,part_029,part_063,19,0
3,470,close,27.0339,-1.174513,1.5081,-0.033103,8.095745,-0.018561,8.079924,-0.033315,8.095852,part_029,part_063,19,0
3,471,close,26.6666,-1.174840,1.5085,-0.033012,7.668059,-0.018448,7.652299,-0.033225,7.668172,part_029,part_063,19,0
3,472,close,26.3656,-1.174840,1.5084,-0.033029,7.318350,-0.018465,7.302662,-0.033243,7.318464,part_029,part_063,19,0
3,473,close,26.1190,-1.174840,1.5084,-0.033029,7.032072,-0.018465,7.016445,-0.033243,7.032188,part_029,part_063,19,0
3,474,close,25.9169,-1.174840,1.5083,-0.033042,6.797585,-0.018478,6.782010,-0.033255,6.797703,part_029,part_063,19,0
3,475,close,25.7513,-1.174155,1.5080,-0.033139,6.606907,-0.018621,6.591424,-0.033351,6.607025,part_029,part_063,19,0
3,476,close,25.6156,-1.174155,1.5076,-0.033177,6.448125,-0.018660,6.432677,-0.033391,6.448244,part_029,part_063,19,0
3,477,close,25.5044,-1.174155,1.5074,-0.033224,6.319233,-0.018706,6.303815,-0.033438,6.319353,part_029,part_063,19,0
3,478,close,24.8716,-1.172100,1.5031,-0.033086,5.588815,-0.018707,5.573719,-0.033299,5.588938,part_029,part_063,19,0
3,479,close,24.3530,-1.172785,1.5042,-0.032841,4.988562,-0.018416,4.973566,-0.033055,4.988688,part_029,part_063,19,0
3,480,close,23.9281,-1.173113,1.5050,-0.032712,4.499408,-0.018265,4.484518,-0.032926,4.499543,part_029,part_063,19,0
3,481,close,23.5799,-1.173470,1.5054,-0.032630,4.097685,-0.018158,4.082878,-0.032842,4.097818,part_029,part_063,19,0
3,482,close,23.2946,-1.173470,1.5058,-0.032558,3.769538,-0.018086,3.754822,-0.032771,3.769673,part_029,part_063,19,0
3,483,close,23.0608,-1.173470,1.5057,-0.032571,3.500794,-0.018099,3.486154,-0.032783,3.500930,part_029,part_063,19,0
3,484,close,22.8692,-1.173470,1.5056,-0.032592,3.280727,-0.018120,3.266151,-0.032806,3.280864,part_029,part_063,19,0
3,485,close,22.7122,-1.173470,1.5055,-0.032621,3.100501,-0.018150,3.085979,-0.032836,3.100640,part_029,part_063,19,0
3,486,close,22.5836,-1.173113,1.5053,-0.032683,2.953670,-0.018235,2.939216,-0.032896,2.953815,part_029,part_063,19,0
3,487,close,22.2976,-1.172428,1.5036,-0.032979,2.625511,-0.018578,2.611203,-0.033192,2.625659,part_029,part_063,19,0
3,488,close,22.0633,-1.172428,1.5039,-0.032936,2.357306,-0.018535,2.343080,-0.033150,2.357455,part_029,part_063,19,0
3,489,close,21.8713,-1.172785,1.5040,-0.032871,2.136989,-0.018446,2.122809,-0.033084,2.137136,part_029,part_063,19,0
3,490,close,21.7139,-1.172785,1.5040,-0.032888,1.957044,-0.018463,1.942921,-0.033102,1.957192,part_029,part_063,19,0
3,491,close,21.5850,-1.172785,1.5039,-0.032905,1.809767,-0.018480,1.795690,-0.033119,1.809915,part_029,part_063,19,0
3,492,close,21.3891,-1.172100,1.5031,-0.033086,1.587348,-0.018707,1.573390,-0.033299,1.587498,part_029,part_063,19,0
3,493,close,21.2285,-1.172100,1.5032,-0.033056,1.404179,-0.018677,1.390281,-0.033269,1.404331,part_029,part_063,19,0
3,494,close,21.0969,-1.172100,1.5032,-0.033056,1.254150,-0.018677,1.240302,-0.033269,1.254303,part_029,part_063,19,0
3,495,close,20.8989,-1.172100,1.5027,-0.033162,1.028454,-0.018783,1.014682,-0.033375,1.028610,part_029,part_063,19,0
3,496,close,20.7365,-1.172100,1.5028,-0.033145,0.843615,-0.018766,0.829906,-0.033358,0.843772,part_029,part_063,19,0
3,497,close,20.6035,-1.172100,1.5029,-0.033119,0.692360,-0.018741,0.678703,-0.033334,0.692518,part_029,part_063,19,0
3,498,close,20.4042,-1.172100,1.5021,-0.033263,0.465633,-0.018885,0.452055,-0.033476,0.465794,part_029,part_063,19,0
3,499,close,20.2409,-1.172100,1.5024,-0.033221,0.280227,-0.018842,0.266714,-0.033434,0.280389,part_029,part_063,19,0
3,500,close,20.1071,-1.172100,1.5023,-0.033238,0.128353,-0.018859,0.114895,-0.033452,0.128517,part_029,part_063,19,0
3,501,close,19.9082,-1.155325,1.4775,-0.033498,-0.075411,-0.020428,-0.087562,-0.033707,-0.075248,part_029,part_063,19,31
3,502,close,19.7483,-1.070532,1.3671,-0.026482,-0.169208,-0.018620,-0.176459,-0.026679,-0.169062,part_029,part_063,18,75
3,503,close,19.6176,-0.988310,1.3649,-0.022570,-0.155480,-0.019834,-0.157994,-0.022697,-0.155296,part_029,part_063,17,67
3,504,close,19.4204,-0.908943,1.4744,-0.014396,-0.174824,-0.015370,-0.173936,-0.014463,-0.174625,part_029,part_063,14,74
3,505,close,19.2587,-0.841030,1.5715,-0.006290,-0.189128,-0.010112,-0.185646,-0.006333,-0.188909,part_029,part_063,12,79
3,506,close,19.1262,-0.783793,1.6326,0.001952,-0.208547,-0.004343,-0.202828,0.001926,-0.208313,part_029,part_063,0,92
3,507,close,19.0178,-0.731455,1.6647,0.009511,-0.222494,0.000724,-0.214534,0.009499,-0.222270,part_029,part_063,0,94
3,508,close,18.8394,-0.667252,1.7501,0.011371,-0.256506,-0.000621,-0.245686,0.011373,-0.256266,part_029,part_063,0,118
3,509,close,18.6927,-0.621171,1.9280,0.024406,-0.255668,0.011746,-0.244253,0.024348,-0.255436,part_029,part_063,0,113
3,510,close,18.5729,-0.579749,2.0334,0.027759,-0.263147,0.013698,-0.250491,0.027593,-0.262913,part_029,part_063,0,118
3,511,close,18.3849,-0.531709,2.2252,0.030440,-0.283253,0.015057,-0.269438,0.030114,-0.283014,part_029,part_063,0,127
3,512,close,18.2308,-0.485198,2.3655,0.034230,-0.304793,0.017540,-0.289841,0.033833,-0.304546,part_029,part_063,0,136
3,513,close,18.1047,-0.443512,2.5056,0.039665,-0.303223,0.021996,-0.287416,0.039140,-0.302964,part_029,part_063,0,133
3,514,close,17.9116,-0.393417,2.6895,0.039057,-0.329363,0.019930,-0.312306,0.038358,-0.329104,part_029,part_063,0,146
3,515,close,17.7533,-0.346294,2.8607,0.046649,-0.342960,0.026788,-0.325287,0.045891,-0.342696,part_029,part_063,0,148
3,516,close,17.6237,-0.304061,2.9956,0.051050,-0.347962,0.030262,-0.329503,0.050254,-0.347694,part_029,part_063,0,148
3,517,close,17.5174,-0.264619,3.0750,0.064606,-0.364306,0.042902,-0.345083,0.063781,-0.364044,part_029,part_063,0,155
3,518,hold,17.4306,-0.223504,3.0878,0.061189,-0.380484,0.037322,-0.359416,0.060326,-0.380219,part_029,part_063,0,166
3,519,hold,17.3596,-0.200773,3.1918,0.064737,-0.372782,0.040823,-0.351684,0.063942,-0.372539,part_029,part_063,0,156
3,520,lift,17.2954,0.355717,3.3237,0.538478,0.009050,0.521681,0.023877,0.538052,0.009282,part_029,part_063,0,0
3,521,lift,17.2426,0.892971,2.9117,1.162306,-0.075824,1.160085,-0.073888,1.162307,-0.075606,part_029,part_063,0,26
3,522,lift,17.1994,1.326251,2.7046,1.620888,-0.061774,1.627916,-0.067884,1.620838,-0.061603,part_029,part_063,0,24
3,523,lift,17.1640,1.679614,2.5431,1.995519,-0.051672,2.010227,-0.064396,1.995413,-0.051549,part_029,part_063,0,20
3,524,lift,17.1350,1.967856,2.4246,2.300614,-0.043020,2.321565,-0.061081,2.300465,-0.042924,part_029,part_063,0,20
3,525,lift,17.1113,2.204400,2.3344,2.549030,-0.036062,2.575012,-0.058398,2.548864,-0.035986,part_029,part_063,0,19
3,526,lift,17.0919,3.029836,2.1813,3.482349,-0.045738,3.532502,-0.088730,3.482196,-0.045623,part_029,part_063,0,20
3,527,lift,17.0760,3.780944,2.2096,4.374752,-0.032243,4.452244,-0.098774,4.374628,-0.032097,part_029,part_063,0,18
3,528,lift,17.0629,4.398667,2.1861,5.123319,-0.025660,5.224177,-0.112275,5.123223,-0.025467,part_029,part_063,0,17
3,529,lift,17.0521,4.904123,2.1493,5.739067,-0.019746,5.859111,-0.122823,5.738989,-0.019524,part_029,part_063,0,16
3,530,lift,17.0433,5.317429,2.1109,6.242702,-0.017173,6.378400,-0.133656,6.242633,-0.016939,part_029,part_063,0,16
3,531,lift,17.0361,5.655021,2.0889,6.648511,-0.009599,6.796608,-0.136717,6.648498,-0.009320,part_029,part_063,0,6
3,532,lift,17.0302,5.931011,2.0676,6.982714,-0.012463,7.141098,-0.148395,6.982678,-0.012156,part_029,part_063,0,15
3,533,lift,17.0253,6.156504,2.0601,7.251577,-0.010272,7.418079,-0.153186,7.251570,-0.009961,part_029,part_063,0,6
3,534,lift,17.0214,6.339921,2.0476,7.466762,-0.008787,7.639522,-0.157060,7.466757,-0.008480,part_029,part_063,0,6
