physics_step,sim_time_s,phase,label,tcp_x,tcp_y,tcp_z,obj_x,obj_y,obj_z,quat_w,quat_x,quat_y,quat_z,q5_deg,q5_cmd_deg,target_error_m,object_drift_m,object_speed_mps,tilt_deg,upright_z,marker,attach_calls_total,posewrite_calls_total
38,0.38,approach,approach_open_wp002,0.342446,-0.005765,0.337884,0.213863,-0.195729,0.025,1.0,3e-06,2e-05,-0.00017,45.0001,45.0,0.00921,0.0,0.000773,0.0023,1.0,0,0,0
39,0.39,approach,approach_open_wp002,0.341926,-0.00635,0.336556,0.213862,-0.195728,0.025,1.0,-1.8e-05,-7e-06,-0.000163,45.0001,45.0,0.00769,2e-06,0.000496,0.0023,1.0,0,0,0
40,0.4,approach,approach_open_wp002,0.341386,-0.006823,0.335046,0.213861,-0.19573,0.025,1.0,1.1e-05,-1.2e-05,-0.000164,45.0001,45.0,0.006066,2e-06,0.000568,0.0019,1.0,0,0,0
41,0.41,approach,approach_open_wp002,0.340902,-0.007209,0.333793,0.213863,-0.19573,0.025,1.0,5e-06,1.9e-05,-0.00017,45.0001,45.0,0.004725,0.0,0.000765,0.0023,1.0,0,0,0
42,0.42,approach,approach_open_wp002,0.340474,-0.007522,0.332776,0.213862,-0.195728,0.025,1.0,-1.9e-05,-4e-06,-0.000164,45.0001,45.0,0.003643,2e-06,0.000456,0.0022,1.0,0,0,0
43,0.43,approach,approach_open_wp002,0.340102,-0.007777,0.331951,0.213861,-0.19573,0.025,1.0,9e-06,-1.4e-05,-0.000164,45.0001,45.0,0.002786,2e-06,0.000609,0.0019,1.0,0,0,0
44,0.44,approach,approach_open_wp002,0.339783,-0.007985,0.331282,0.213863,-0.19573,0.025,1.0,7e-06,1.9e-05,-0.00017,45.0001,45.0,0.002129,0.0,0.000744,0.0023,1.0,0,0,0
45,0.45,approach,approach_open_wp003,0.340233,-0.008961,0.331938,0.213862,-0.195728,0.025,1.0,-1.8e-05,-1e-06,-0.000165,45.0,45.0,0.009902,2e-06,0.000431,0.0021,1.0,0,0,0
46,0.46,approach,approach_open_wp003,0.340236,-0.0098,0.332148,0.213861,-0.19573,0.025,1.0,7e-06,-1.6e-05,-0.000163,45.0,45.0,0.009722,2e-06,0.000654,0.002,1.0,0,0,0
47,0.47,approach,approach_open_wp003,0.33986,-0.010474,0.33139,0.213863,-0.19573,0.025,1.0,1e-05,1.8e-05,-0.000169,45.0,45.0,0.008702,0.0,0.000712,0.0023,1.0,0,0,0
48,0.48,approach,approach_open_wp003,0.339221,-0.011013,0.329935,0.213862,-0.195728,0.025,1.0,-1.8e-05,3e-06,-0.000165,45.0,45.0,0.007062,2e-06,0.000428,0.002,1.0,0,0,0
49,0.49,approach,approach_open_wp003,0.338622,-0.01145,0.328563,0.213861,-0.19573,0.025,1.0,5e-06,-1.7e-05,-0.000163,45.0,45.0,0.005562,2e-06,0.0007,0.0021,1.0,0,0,0
50,0.5,approach,approach_open_wp003,0.338092,-0.011804,0.327444,0.213863,-0.19573,0.025,1.0,1.3e-05,1.6e-05,-0.000169,45.0,45.0,0.004344,0.0,0.000663,0.0024,1.0,0,0,0
51,0.51,approach,approach_open_wp003,0.337631,-0.012092,0.326539,0.213862,-0.195728,0.025,1.0,-1.6e-05,6e-06,-0.000166,45.0,45.0,0.00337,2e-06,0.000445,0.002,1.0,0,0,0
52,0.52,approach,approach_open_wp003,0.337236,-0.012325,0.325807,0.213861,-0.195729,0.025,1.0,3e-06,-1.8e-05,-0.000162,45.0,45.0,0.00261,3e-06,0.000738,0.0021,1.0,0,0,0
53,0.53,approach,approach_open_wp003,0.3369,-0.012516,0.325215,0.213863,-0.19573,0.025,1.0,1.5e-05,1.3e-05,-0.000169,45.0,45.0,0.002042,1e-06,0.000605,0.0023,1.0,0,0,0
54,0.54,approach,approach_open_wp004,0.337568,-0.013502,0.325746,0.213863,-0.195728,0.025,1.0,-1.5e-05,8e-06,-0.000166,45.0,45.0,0.009683,2e-06,0.00048,0.0019,1.0,0,0,0
55,0.55,approach,approach_open_wp004,0.337728,-0.014347,0.325885,0.213861,-0.195729,0.025,1.0,-0.0,-1.9e-05,-0.000162,44.9999,45.0,0.009533,2e-06,0.000759,0.0022,1.0,0,0,0
56,0.56,approach,approach_open_wp004,0.337374,-0.015016,0.325111,0.213862,-0.19573,0.025,1.0,1.7e-05,1e-05,-0.000168,44.9999,45.0,0.00853,0.0,0.000544,0.0023,1.0,0,0,0
57,0.57,approach,approach_open_wp004,0.3367,-0.015545,0.323738,0.213863,-0.195728,0.025,1.0,-1.3e-05,1.1e-05,-0.000167,44.9999,45.0,0.006967,2e-06,0.000519,0.0019,1.0,0,0,0
58,0.58,approach,approach_open_wp004,0.336083,-0.015972,0.322501,0.213861,-0.195729,0.025,1.0,-3e-06,-1.9e-05,-0.000162,45.0,45.0,0.005593,2e-06,0.000769,0.0022,1.0,0,0,0
59,0.59,approach,approach_open_wp004,0.335541,-0.016318,0.321496,0.213862,-0.19573,0.025,1.0,1.8e-05,7e-06,-0.000168,45.0,45.0,0.00448,0.0,0.000491,0.0023,1.0,0,0,0
60,0.6,approach,approach_open_wp004,0.335073,-0.016598,0.320685,0.213863,-0.195728,0.025,1.0,-1.1e-05,1.3e-05,-0.000168,44.9999,45.0,0.003594,2e-06,0.00057,0.0019,1.0,0,0,0
61,0.61,approach,approach_open_wp004,0.334672,-0.016826,0.320028,0.213861,-0.195729,0.025,1.0,-5e-06,-1.9e-05,-0.000162,44.9999,45.0,0.002901,2e-06,0.000766,0.0023,1.0,0,0,0
62,0.62,approach,approach_open_wp004,0.334332,-0.017011,0.319498,0.213862,-0.19573,0.025,1.0,1.9e-05,4e-06,-0.000167,44.9999,45.0,0.002376,1e-06,0.000451,0.0022,1.0,0,0,0
63,0.63,approach,approach_open_wp005,0.335039,-0.018014,0.319349,0.213863,-0.195729,0.025,1.0,-9e-06,1.4e-05,-0.000168,44.9999,45.0,0.009453,2e-06,0.000619,0.0019,1.0,0,0,0
64,0.64,approach,approach_open_wp005,0.335335,-0.018877,0.319342,0.213861,-0.195729,0.025,1.0,-8e-06,-1.8e-05,-0.000162,44.9999,45.0,0.009288,2e-06,0.000737,0.0023,1.0,0,0,0
65,0.65,approach,approach_open_wp005,0.33497,-0.019547,0.318612,0.213862,-0.19573,0.025,1.0,1.8e-05,0.0,-0.000167,44.9999,45.0,0.008335,0.0,0.000429,0.0021,1.0,0,0,0
66,0.66,approach,approach_open_wp005,0.334229,-0.020068,0.317348,0.213863,-0.195729,0.025,1.0,-7e-06,1.6e-05,-0.000169,44.9999,45.0,0.006851,2e-06,0.000668,0.002,1.0,0,0,0
67,0.67,approach,approach_open_wp005,0.333558,-0.020487,0.316225,0.213861,-0.195729,0.025,1.0,-1.1e-05,-1.7e-05,-0.000162,44.9999,45.0,0.00557,2e-06,0.000706,0.0023,1.0,0,0,0
68,0.68,approach,approach_open_wp005,0.332974,-0.020826,0.315315,0.213862,-0.19573,0.025,1.0,1.7e-05,-3e-06,-0.000166,44.9999,45.0,0.004537,0.0,0.000429,0.002,1.0,0,0,0
69,0.69,approach,approach_open_wp005,0.332472,-0.021101,0.314579,0.213863,-0.195729,0.025,1.0,-5e-06,1.7e-05,-0.000169,44.9999,45.0,0.003719,2e-06,0.000701,0.0021,1.0,0,0,0
70,0.7,approach,approach_open_wp005,0.332044,-0.021323,0.313985,0.213861,-0.195728,0.025,1.0,-1.4e-05,-1.6e-05,-0.000162,44.9999,45.0,0.003084,2e-06,0.00066,0.0024,1.0,0,0,0
71,0.71,approach,approach_open_wp005,0.331683,-0.021504,0.313503,0.213861,-0.19573,0.025,1.0,1.6e-05,-6e-06,-0.000166,44.9999,45.0,0.002607,1e-06,0.00045,0.002,1.0,0,0,0
72,0.72,approach,approach_open_wp005,0.33138,-0.021651,0.313114,0.213863,-0.195729,0.025,1.0,-2e-06,1.8e-05,-0.000169,44.9999,45.0,0.002266,2e-06,0.00074,0.0021,1.0,0,0,0
73,0.73,approach,approach_open_wp006,0.331901,-0.022627,0.31238,0.213861,-0.195728,0.025,1.0,-1.6e-05,-1.3e-05,-0.000162,44.9999,45.0,0.0085,2e-06,0.000602,0.0023,1.0,0,0,0
74,0.74,approach,approach_open_wp006,0.332132,-0.023472,0.311979,0.213861,-0.19573,0.025,1.0,1.5e-05,-9e-06,-0.000165,44.9998,45.0,0.008064,2e-06,0.000484,0.002,1.0,0,0,0
75,0.75,approach,approach_open_wp006,0.331632,-0.024113,0.311328,0.213863,-0.195729,0.025,1.0,0.0,1.9e-05,-0.00017,44.9998,45.0,0.00709,0.0,0.000761,0.0022,1.0,0,0,0
76,0.76,approach,approach_open_wp006,0.330859,-0.024609,0.310362,0.213861,-0.195728,0.025,1.0,-1.7e-05,-1e-05,-0.000163,44.9998,45.0,0.005813,2e-06,0.000541,0.0023,1.0,0,0,0
77,0.77,approach,approach_open_wp006,0.330188,-0.025009,0.309548,0.213861,-0.19573,0.025,1.0,1.3e-05,-1.1e-05,-0.000164,44.9998,45.0,0.004749,2e-06,0.000526,0.0019,1.0,0,0,0
78,0.78,approach,approach_open_wp006,0.329607,-0.025332,0.308885,0.213863,-0.195729,0.025,1.0,3e-06,1.9e-05,-0.00017,44.9998,45.0,0.003882,0.0,0.000769,0.0022,1.0,0,0,0
79,0.79,approach,approach_open_wp006,0.329111,-0.025593,0.308347,0.213862,-0.195728,0.025,1.0,-1.8e-05,-7e-06,-0.000164,44.9998,45.0,0.003186,2e-06,0.00049,0.0022,1.0,0,0,0
80,0.8,approach,approach_open_wp006,0.328691,-0.025805,0.30791,0.213861,-0.19573,0.025,1.0,1.1e-05,-1.3e-05,-0.000164,44.9998,45.0,0.002637,2e-06,0.000571,0.0019,1.0,0,0,0
81,0.81,approach,approach_open_wp006,0.328337,-0.025976,0.307556,0.213863,-0.19573,0.025,1.0,6e-06,2e-05,-0.00017,44.9998,45.0,0.002217,0.0,0.000764,0.0023,1.0,0,0,0
82,0.82,approach,approach_open_wp007,0.328865,-0.026991,0.305859,0.213862,-0.195728,0.025,1.0,-1.9e-05,-3e-06,-0.000164,44.9999,45.0,0.008058,2e-06,0.000449,0.0022,1.0,0,0,0
83,0.83,approach,approach_open_wp007,0.3292,-0.027877,0.304355,0.213861,-0.19573,0.025,1.0,9e-06,-1.5e-05,-0.000164,44.9998,45.0,0.007228,2e-06,0.000621,0.002,1.0,0,0,0
84,0.84,approach,approach_open_wp007,0.328918,-0.028555,0.303713,0.213863,-0.19573,0.025,1.0,8e-06,1.8e-05,-0.00017,44.9997,45.0,0.006492,0.0,0.000737,0.0023,1.0,0,0,0
85,0.85,approach,approach_open_wp007,0.328149,-0.02906,0.303137,0.213862,-0.195728,0.025,1.0,-1.8e-05,-0.0,-0.000165,44.9997,45.0,0.005462,2e-06,0.000428,0.0021,1.0,0,0,0
86,0.86,approach,approach_open_wp007,0.327454,-0.029464,0.302633,0.213861,-0.19573,0.025,1.0,7e-06,-1.6e-05,-0.000163,44.9997,45.0,0.004575,2e-06,0.000665,0.002,1.0,0,0,0
87,0.87,approach,approach_open_wp007,0.326853,-0.029791,0.302213,0.213863,-0.19573,0.025,1.0,1.1e-05,1.7e-05,-0.00017,44.9997,45.0,0.003841,0.0,0.000707,0.0023,1.0,0,0,0
88,0.88,approach,approach_open_wp007,0.326338,-0.030054,0.301865,0.213862,-0.195728,0.025,1.0,-1.7e-05,3e-06,-0.000165,44.9997,45.0,0.003245,2e-06,0.000427,0.002,1.0,0,0,0
89,0.89,approach,approach_open_wp007,0.325902,-0.030267,0.301578,0.213861,-0.19573,0.025,1.0,5e-06,-1.7e-05,-0.000163,44.9997,45.0,0.00277,3e-06,0.000699,0.002,1.0,0,0,0
90,0.9,approach,approach_open_wp007,0.325534,-0.030439,0.301343,0.213863,-0.19573,0.025,1.0,1.3e-05,1.6e-05,-0.000169,44.9998,45.0,0.002401,1e-06,0.000665,0.0024,1.0,0,0,0
91,0.91,approach,approach_open_wp008,0.324689,-0.031342,0.300414,0.213862,-0.195728,0.025,1.0,-1.6e-05,6e-06,-0.000166,44.9997,45.0,0.007482,2e-06,0.000451,0.002,1.0,0,0,0
92,0.92,approach,approach_open_wp008,0.324071,-0.032147,0.299341,0.213861,-0.195729,0.025,1.0,2e-06,-1.9e-05,-0.000162,44.9997,45.0,0.00605,2e-06,0.000739,0.0022,1.0,0,0,0
93,0.93,approach,approach_open_wp008,0.32354,-0.032799,0.298446,0.213863,-0.19573,0.025,1.0,1.6e-05,1.3e-05,-0.000169,44.9997,45.0,0.004876,0.0,0.000601,0.0023,1.0,0,0,0
94,0.94,approach,approach_open_wp008,0.323082,-0.033328,0.297717,0.213863,-0.195728,0.025,1.0,-1.5e-05,8e-06,-0.000166,44.9997,45.0,0.003929,2e-06,0.000482,0.0019,1.0,0,0,0
95,0.95,approach,approach_open_wp008,0.322691,-0.033758,0.297124,0.213861,-0.195729,0.025,1.0,-0.0,-1.9e-05,-0.000162,44.9997,45.0,0.003173,2e-06,0.00076,0.0022,1.0,0,0,0
96,0.96,approach,approach_open_wp008,0.32236,-0.034107,0.296642,0.213862,-0.19573,0.025,1.0,1.7e-05,1e-05,-0.000169,44.9997,45.0,0.002583,0.0,0.000549,0.0023,1.0,0,0,0
97,0.97,approach,approach_open_wp008,0.322081,-0.03439,0.296252,0.213863,-0.195728,0.025,1.0,-1.3e-05,1.1e-05,-0.000167,44.9997,45.0,0.002135,2e-06,0.000519,0.0019,1.0,0,0,0
98,0.98,approach,approach_open_wp009,0.321312,-0.035383,0.295049,0.213861,-0.195729,0.025,1.0,-3e-06,-1.9e-05,-0.000162,44.9997,45.0,0.007705,2e-06,0.000769,0.0022,1.0,0,0,0
99,0.99,approach,approach_open_wp009,0.320697,-0.036256,0.293898,0.213862,-0.19573,0.025,1.0,1.8e-05,7e-06,-0.000168,44.9997,45.0,0.006166,2e-06,0.000491,0.0023,1.0,0,0,0
100,1.0,approach,approach_open_wp009,0.320189,-0.036967,0.29296,0.213863,-0.195728,0.025,1.0,-1.1e-05,1.3e-05,-0.000168,44.9997,45.0,0.004923,0.0,0.00057,0.0019,1.0,0,0,0
101,1.01,approach,approach_open_wp009,0.319766,-0.037545,0.292203,0.213861,-0.195729,0.025,1.0,-6e-06,-1.9e-05,-0.000162,44.9997,45.0,0.003928,2e-06,0.000766,0.0023,1.0,0,0,0
102,1.02,approach,approach_open_wp009,0.319416,-0.038015,0.291592,0.213862,-0.19573,0.025,1.0,1.9e-05,4e-06,-0.000167,44.9997,45.0,0.003138,2e-06,0.000452,0.0022,1.0,0,0,0
103,1.03,approach,approach_open_wp009,0.319126,-0.038398,0.291098,0.213863,-0.195729,0.025,1.0,-9e-06,1.5e-05,-0.000168,44.9997,45.0,0.00252,0.0,0.00062,0.002,1.0,0,0,0
104,1.04,approach,approach_open_wp009,0.318886,-0.03871,0.290698,0.213861,-0.195729,0.025,1.0,-8e-06,-1.8e-05,-0.000162,44.9997,45.0,0.002048,2e-06,0.000739,0.0023,1.0,0,0,0
105,1.05,approach,approach_open_wp010,0.318153,-0.039725,0.289488,0.213862,-0.19573,0.025,1.0,1.8e-05,0.0,-0.000167,44.9997,45.0,0.00777,2e-06,0.000431,0.0021,1.0,0,0,0
106,1.06,approach,approach_open_wp010,0.317568,-0.040618,0.288325,0.213863,-0.195729,0.025,1.0,-7e-06,1.6e-05,-0.000168,44.9997,45.0,0.006218,2e-06,0.000662,0.002,1.0,0,0,0
107,1.07,approach,approach_open_wp010,0.317084,-0.041345,0.287374,0.213861,-0.195729,0.025,1.0,-1.1e-05,-1.7e-05,-0.000162,44.9997,45.0,0.00496,0.0,0.000709,0.0023,1.0,0,0,0
108,1.08,approach,approach_open_wp010,0.316682,-0.041936,0.286603,0.213862,-0.19573,0.025,1.0,1.7e-05,-3e-06,-0.000166,44.9997,45.0,0.00395,2e-06,0.00043,0.002,1.0,0,0,0
109,1.09,approach,approach_open_wp010,0.316349,-0.042417,0.285979,0.213863,-0.195729,0.025,1.0,-5e-06,1.8e-05,-0.000169,44.9997,45.0,0.003144,2e-06,0.000707,0.0021,1.0,0,0,0
110,1.1,approach,approach_open_wp010,0.316073,-0.042809,0.285473,0.213861,-0.195728,0.025,1.0,-1.3e-05,-1.5e-05,-0.000162,44.9997,45.0,0.002511,0.0,0.000656,0.0023,1.0,0,0,0
111,1.11,approach,approach_open_wp010,0.315845,-0.043128,0.285062,0.213861,-0.19573,0.025,1.0,1.6e-05,-6e-06,-0.000166,44.9997,45.0,0.002024,2e-06,0.000449,0.002,1.0,0,0,0
112,1.12,approach,approach_open_wp011,0.315122,-0.044149,0.283849,0.213863,-0.195729,0.025,1.0,-2e-06,1.9e-05,-0.000169,44.9997,45.0,0.007804,2e-06,0.000744,0.0021,1.0,0,0,0
113,1.13,approach,approach_open_wp011,0.314546,-0.045047,0.282678,0.213861,-0.195728,0.025,1.0,-1.6e-05,-1.3e-05,-0.000162,44.9997,45.0,0.006244,2e-06,0.0006,0.0023,1.0,0,0,0
114,1.14,approach,approach_open_wp011,0.314069,-0.045778,0.28172,0.213861,-0.19573,0.025,1.0,1.5e-05,-8e-06,-0.000165,44.9997,45.0,0.004979,0.0,0.000478,0.002,1.0,0,0,0
115,1.15,approach,approach_open_wp011,0.313673,-0.046372,0.280942,0.213863,-0.195729,0.025,1.0,0.0,1.9e-05,-0.000169,44.9997,45.0,0.00396,2e-06,0.000763,0.0022,1.0,0,0,0
116,1.16,approach,approach_open_wp011,0.313344,-0.046856,0.280312,0.213861,-0.195728,0.025,1.0,-1.7e-05,-1e-05,-0.000163,44.9997,45.0,0.003147,2e-06,0.000545,0.0023,1.0,0,0,0
117,1.17,approach,approach_open_wp011,0.313071,-0.04725,0.279801,0.213861,-0.19573,0.025,1.0,1.3e-05,-1.1e-05,-0.000165,44.9997,45.0,0.002505,0.0,0.000529,0.0019,1.0,0,0,0
118,1.18,approach,approach_open_wp011,0.312846,-0.047571,0.279386,0.213863,-0.195729,0.025,1.0,3e-06,1.9e-05,-0.00017,44.9997,45.0,0.00201,2e-06,0.000771,0.0022,1.0,0,0,0
119,1.19,approach,approach_open_wp012,0.312127,-0.048593,0.278173,0.213862,-0.195728,0.025,1.0,-1.8e-05,-7e-06,-0.000164,44.9996,45.0,0.00782,2e-06,0.000489,0.0022,1.0,0,0,0
120,1.2,approach,approach_open_wp012,0.311553,-0.049492,0.276997,0.213861,-0.19573,0.025,1.0,1.1e-05,-1.3e-05,-0.000164,44.9996,45.0,0.006255,2e-06,0.000574,0.0019,1.0,0,0,0
121,1.21,approach,approach_open_wp012,0.311078,-0.050224,0.276035,0.213863,-0.19573,0.025,1.0,6e-06,1.9e-05,-0.00017,44.9996,45.0,0.004985,0.0,0.000761,0.0023,1.0,0,0,0
122,1.22,approach,approach_open_wp012,0.310682,-0.050819,0.275255,0.213862,-0.195728,0.025,1.0,-1.9e-05,-3e-06,-0.000164,44.9996,45.0,0.003962,2e-06,0.000449,0.0022,1.0,0,0,0
123,1.23,approach,approach_open_wp012,0.310354,-0.051303,0.274623,0.213861,-0.19573,0.025,1.0,9e-06,-1.4e-05,-0.000163,44.9996,45.0,0.003144,2e-06,0.000625,0.0019,1.0,0,0,0
