sweep,theta_deg,psi_deg,x,y,z_name,pos_err_mm,axis_err_deg,pos_ok,axis_ok,q4_required_deg,support_clearance_mm,pass
pin,29.0,135.0,0.21369616873214542,-0.19571919576125169,descend,0.96,10.0414,True,False,,,False
pin,29.0,135.0,0.21369616873214542,-0.19571919576125169,approach,1.7009,17.7876,True,False,,,False
pin,29.0,150.0,0.21369616873214542,-0.19571919576125169,descend,0.9294,11.4446,True,False,,,False
pin,29.0,150.0,0.21369616873214542,-0.19571919576125169,approach,1.644,18.1907,True,False,,,False
pin,29.0,165.0,0.21369616873214542,-0.19571919576125169,descend,0.8166,15.6625,True,False,,,False
pin,29.0,165.0,0.21369616873214542,-0.19571919576125169,approach,1.4302,19.7444,True,False,,,False
pin,29.0,180.0,0.21369616873214542,-0.19571919576125169,descend,0.6489,20.4887,True,False,,,False
pin,29.0,180.0,0.21369616873214542,-0.19571919576125169,approach,1.1093,22.1959,True,False,,,False
pin,29.0,195.0,0.21369616873214542,-0.19571919576125169,descend,0.4537,24.7447,True,False,,,False
pin,29.0,195.0,0.21369616873214542,-0.19571919576125169,approach,0.7559,25.0393,True,False,,,False
pin,29.0,210.0,0.21369616873214542,-0.19571919576125169,descend,0.2483,27.7316,True,False,,,False
pin,29.0,210.0,0.21369616873214542,-0.19571919576125169,approach,0.4344,27.5453,True,False,,,False
pin,29.0,225.0,0.21369616873214542,-0.19571919576125169,descend,0.051,28.9837,True,False,,,False
pin,29.0,225.0,0.21369616873214542,-0.19571919576125169,approach,0.1763,28.9395,True,False,,,False
pin,29.0,240.0,0.21369616873214542,-0.19571919576125169,descend,0.173,28.2415,True,False,,,False
pin,29.0,240.0,0.21369616873214542,-0.19571919576125169,approach,0.1138,28.6251,True,False,,,False
pin,29.0,255.0,0.21369616873214542,-0.19571919576125169,descend,0.3003,25.4351,True,False,,,False
pin,29.0,255.0,0.21369616873214542,-0.19571919576125169,approach,1.4976,26.2565,True,False,,,False
pin,29.0,270.0,0.21369616873214542,-0.19571919576125169,descend,0.3804,20.9105,True,False,,,False
pin,29.0,270.0,0.21369616873214542,-0.19571919576125169,approach,0.3677,21.9094,True,False,,,False
pin,29.0,285.0,0.21369616873214542,-0.19571919576125169,descend,0.3296,15.0535,True,False,,,False
pin,29.0,285.0,0.21369616873214542,-0.19571919576125169,approach,0.3679,15.9682,True,False,,,False
pin,29.0,300.0,0.21369616873214542,-0.19571919576125169,descend,0.2078,8.3559,True,False,,,False
pin,29.0,300.0,0.21369616873214542,-0.19571919576125169,approach,0.2354,8.9242,True,False,,,False
pin,29.0,315.0,0.21369616873214542,-0.19571919576125169,descend,0.0355,1.2416,True,True,90.0,37.9478,True
pin,29.0,315.0,0.21369616873214542,-0.19571919576125169,approach,0.0376,1.306,True,True,90.0,82.974,True
pin,29.0,330.0,0.21369616873214542,-0.19571919576125169,descend,0.1527,5.9936,True,False,,,False
pin,29.0,330.0,0.21369616873214542,-0.19571919576125169,approach,0.174,6.4103,True,False,,,False
pin,29.0,345.0,0.21369616873214542,-0.19571919576125169,descend,0.2958,12.8838,True,False,,,False
pin,29.0,345.0,0.21369616873214542,-0.19571919576125169,approach,0.3332,13.7013,True,False,,,False
pin,35.0,0.0,0.21369616873214542,-0.19571919576125169,descend,0.9161,22.6292,True,False,,,False
pin,35.0,0.0,0.21369616873214542,-0.19571919576125169,approach,0.5426,24.1062,True,False,,,False
pin,35.0,15.0,0.21369616873214542,-0.19571919576125169,descend,0.4869,28.8195,True,False,,,False
pin,35.0,15.0,0.21369616873214542,-0.19571919576125169,approach,0.4398,30.1508,True,False,,,False
pin,35.0,30.0,0.21369616873214542,-0.19571919576125169,descend,0.3133,33.0948,True,False,,,False
pin,35.0,30.0,0.21369616873214542,-0.19571919576125169,approach,0.262,33.9201,True,False,,,False
pin,35.0,45.0,0.21369616873214542,-0.19571919576125169,descend,0.0475,34.9518,True,False,,,False
pin,35.0,45.0,0.21369616873214542,-0.19571919576125169,approach,0.1172,35.0404,True,False,,,False
pin,35.0,60.0,0.21369616873214542,-0.19571919576125169,descend,0.2224,34.2423,True,False,,,False
pin,35.0,60.0,0.21369616873214542,-0.19571919576125169,approach,0.407,33.9234,True,False,,,False
pin,35.0,75.0,0.21369616873214542,-0.19571919576125169,descend,0.4947,31.3047,True,False,,,False
pin,35.0,75.0,0.21369616873214542,-0.19571919576125169,approach,0.7959,31.3239,True,False,,,False
pin,35.0,90.0,0.21369616873214542,-0.19571919576125169,descend,0.7695,26.6892,True,False,,,False
pin,35.0,90.0,0.21369616873214542,-0.19571919576125169,approach,1.2483,28.2511,True,False,,,False
pin,35.0,105.0,0.21369616873214542,-0.19571919576125169,descend,1.0269,21.2236,True,False,,,False
pin,35.0,105.0,0.21369616873214542,-0.19571919576125169,approach,1.6878,25.6079,True,False,,,False
pin,35.0,120.0,0.21369616873214542,-0.19571919576125169,descend,1.2271,16.1073,True,False,,,False
pin,35.0,120.0,0.21369616873214542,-0.19571919576125169,approach,2.0138,23.8851,True,False,,,False
pin,35.0,135.0,0.21369616873214542,-0.19571919576125169,descend,1.3186,13.3252,True,False,,,False
pin,35.0,135.0,0.21369616873214542,-0.19571919576125169,approach,2.1549,23.1995,True,False,,,False
pin,35.0,150.0,0.21369616873214542,-0.19571919576125169,descend,1.2721,14.7885,True,False,,,False
pin,35.0,150.0,0.21369616873214542,-0.19571919576125169,approach,2.0839,23.5399,True,False,,,False
pin,35.0,165.0,0.21369616873214542,-0.19571919576125169,descend,1.103,19.3923,True,False,,,False
pin,35.0,165.0,0.21369616873214542,-0.19571919576125169,approach,1.8142,24.9165,True,False,,,False
pin,35.0,180.0,0.21369616873214542,-0.19571919576125169,descend,0.8592,24.9025,True,False,,,False
pin,35.0,180.0,0.21369616873214542,-0.19571919576125169,approach,1.4022,27.2831,True,False,,,False
pin,35.0,195.0,0.21369616873214542,-0.19571919576125169,descend,0.5872,29.9088,True,False,,,False
pin,35.0,195.0,0.21369616873214542,-0.19571919576125169,approach,0.943,30.2955,True,False,,,False
pin,35.0,210.0,0.21369616873214542,-0.19571919576125169,descend,0.3126,33.4847,True,False,,,False
pin,35.0,210.0,0.21369616873214542,-0.19571919576125169,approach,0.5281,33.1696,True,False,,,False
pin,35.0,225.0,0.21369616873214542,-0.19571919576125169,descend,0.0539,34.9831,True,False,,,False
pin,35.0,225.0,0.21369616873214542,-0.19571919576125169,approach,0.1978,34.8854,True,False,,,False
pin,35.0,240.0,0.21369616873214542,-0.19571919576125169,descend,0.2247,34.0072,True,False,,,False
pin,35.0,240.0,0.21369616873214542,-0.19571919576125169,approach,0.1403,34.5815,True,False,,,False
pin,35.0,255.0,0.21369616873214542,-0.19571919576125169,descend,0.4028,30.4938,True,False,,,False
pin,35.0,255.0,0.21369616873214542,-0.19571919576125169,approach,0.3963,31.6907,True,False,,,False
pin,35.0,270.0,0.21369616873214542,-0.19571919576125169,descend,0.5056,24.8889,True,False,,,False
pin,35.0,270.0,0.21369616873214542,-0.19571919576125169,approach,0.5409,26.3553,True,False,,,False
pin,35.0,285.0,0.21369616873214542,-0.19571919576125169,descend,0.4515,17.8454,True,False,,,False
pin,35.0,285.0,0.21369616873214542,-0.19571919576125169,approach,0.5088,19.128,True,False,,,False
pin,35.0,300.0,0.21369616873214542,-0.19571919576125169,descend,0.2893,9.9303,True,False,,,False
pin,35.0,300.0,0.21369616873214542,-0.19571919576125169,approach,0.3321,10.6885,True,False,,,False
pin,35.0,315.0,0.21369616873214542,-0.19571919576125169,descend,0.0924,1.9551,True,True,90.0,35.0071,True
pin,35.0,315.0,0.21369616873214542,-0.19571919576125169,approach,0.0795,1.8202,True,True,90.0,80.1659,True
pin,35.0,330.0,0.21369616873214542,-0.19571919576125169,descend,0.2193,7.1722,True,False,,,False
pin,35.0,330.0,0.21369616873214542,-0.19571919576125169,approach,0.2489,7.6971,True,False,,,False
pin,35.0,345.0,0.21369616873214542,-0.19571919576125169,descend,0.4071,15.2608,True,False,,,False
pin,35.0,345.0,0.21369616873214542,-0.19571919576125169,approach,2.017,16.3502,True,False,,,False
grid,17.0,288.523,0.1,-0.26,descend,0.0425,0.9614,True,True,90.0,44.8422,True
grid,17.0,288.523,0.1,-0.26,approach,0.0159,0.7782,True,True,90.0,44.8422,True
grid,17.0,290.106,0.1,-0.24,descend,0.0269,0.8159,True,True,90.0,44.48,True
grid,17.0,290.106,0.1,-0.24,approach,0.0353,0.8985,True,True,90.0,44.48,True
grid,17.0,291.93,0.1,-0.22,descend,0.0143,0.7368,True,True,90.0,44.6311,True
grid,17.0,291.93,0.1,-0.22,approach,0.0313,0.8608,True,True,90.0,44.6311,True
grid,17.0,294.051,0.1,-0.2,descend,0.0172,0.7448,True,True,90.0,44.6585,True
grid,17.0,294.051,0.1,-0.2,approach,0.019,0.7844,True,True,90.0,44.6585,True
grid,17.0,296.54,0.1,-0.18,descend,0.0377,0.8733,True,True,90.0,44.7956,True
grid,17.0,296.54,0.1,-0.18,approach,0.0191,0.7823,True,True,90.0,44.7956,True
grid,17.0,299.491,0.1,-0.16,descend,0.061,1.062,True,True,90.0,44.9148,True
grid,17.0,299.491,0.1,-0.16,approach,0.0204,0.7834,True,True,90.0,44.9148,True
grid,17.0,303.023,0.1,-0.14,descend,0.0845,1.2521,True,True,90.0,45.0197,True
grid,17.0,303.023,0.1,-0.14,approach,0.0252,0.7996,True,True,90.0,45.0197,True
grid,17.0,307.291,0.1,-0.12,descend,0.1088,1.4243,True,True,90.0,45.1127,True
grid,17.0,307.291,0.1,-0.12,approach,0.0305,0.8169,True,True,90.0,45.1127,True
grid,17.0,312.486,0.1,-0.1,descend,0.1345,1.5719,True,True,90.0,45.1958,True
grid,17.0,312.486,0.1,-0.1,approach,0.0342,0.8253,True,True,90.0,45.1958,True
grid,17.0,318.826,0.1,-0.08,descend,0.1615,1.6927,True,True,90.0,45.2694,True
grid,17.0,318.826,0.1,-0.08,approach,0.0366,0.8269,True,True,90.0,45.2694,True
grid,17.0,326.522,0.1,-0.06,descend,0.189,1.7859,True,True,90.0,45.3326,True
grid,17.0,326.522,0.1,-0.06,approach,0.0387,0.8274,True,True,90.0,45.3326,True
grid,17.0,335.684,0.1,-0.04,descend,0.2146,1.8537,True,True,90.0,45.3842,True
grid,17.0,335.684,0.1,-0.04,approach,0.0412,0.8292,True,True,90.0,45.3842,True
grid,17.0,346.176,0.1,-0.02,descend,0.2347,1.9034,True,True,90.0,45.4234,True
grid,17.0,346.176,0.1,-0.02,approach,0.0432,0.8316,True,True,90.0,45.4234,True
grid,17.0,357.486,0.1,-0.0,descend,0.2422,1.9199,True,True,90.0,45.4372,True
grid,17.0,357.486,0.1,-0.0,approach,0.0441,0.8326,True,True,90.0,45.4372,True
grid,17.0,8.796,0.1,0.02,descend,0.2345,1.9024,True,True,90.0,45.4229,True
grid,17.0,8.796,0.1,0.02,approach,0.0432,0.8315,True,True,90.0,45.4229,True
grid,17.0,19.287,0.1,0.04,descend,0.2141,1.8504,True,True,90.0,45.3826,True
grid,17.0,19.287,0.1,0.04,approach,0.0411,0.8291,True,True,90.0,45.3826,True
grid,17.0,28.45,0.1,0.06,descend,0.1877,1.775,True,True,90.0,45.3274,True
grid,17.0,28.45,0.1,0.06,approach,0.0387,0.8271,True,True,90.0,45.3274,True
grid,17.0,36.146,0.1,0.08,descend,0.1599,1.6785,True,True,90.0,45.2626,True
grid,17.0,36.146,0.1,0.08,approach,0.0364,0.8262,True,True,90.0,45.2626,True
grid,17.0,42.486,0.1,0.1,descend,0.1329,1.5566,True,True,90.0,45.1885,True
grid,17.0,42.486,0.1,0.1,approach,0.0339,0.8241,True,True,90.0,45.1885,True
grid,17.0,47.68,0.1,0.12,descend,0.1074,1.4097,True,True,90.0,45.1057,True
grid,17.0,47.68,0.1,0.12,approach,0.0302,0.8155,True,True,90.0,45.1057,True
grid,17.0,51.948,0.1,0.14,descend,0.0833,1.2397,True,True,90.0,45.0134,True
grid,17.0,51.948,0.1,0.14,approach,0.025,0.7987,True,True,90.0,45.0134,True
grid,17.0,55.48,0.1,0.16,descend,0.06,1.0529,True,True,90.0,44.9097,True
grid,17.0,55.48,0.1,0.16,approach,1.545,0.7275,True,True,90.0,44.9097,True
grid,17.0,58.431,0.1,0.18,descend,0.0371,0.8685,True,True,90.0,44.7921,True
grid,17.0,58.431,0.1,0.18,approach,0.0191,0.7823,True,True,90.0,44.7921,True
grid,17.0,60.921,0.1,0.2,descend,0.017,0.7441,True,True,90.0,44.6564,True
grid,17.0,60.921,0.1,0.2,approach,0.019,0.7844,True,True,90.0,44.6564,True
grid,17.0,63.042,0.1,0.22,descend,0.0143,0.7368,True,True,90.0,44.6311,True
grid,17.0,63.042,0.1,0.22,approach,0.0313,0.8608,True,True,90.0,44.6311,True
grid,17.0,64.866,0.1,0.24,descend,0.0269,0.8159,True,True,90.0,44.48,True
grid,17.0,64.866,0.1,0.24,approach,0.0353,0.8985,True,True,90.0,44.48,True
grid,17.0,66.448,0.1,0.26,descend,0.0425,0.9614,True,True,90.0,44.8422,True
grid,17.0,66.448,0.1,0.26,approach,0.0159,0.7782,True,True,90.0,44.8422,True
grid,17.0,292.261,0.12,-0.26,descend,0.0303,0.8493,True,True,90.0,44.7697,True
grid,17.0,292.261,0.12,-0.26,approach,0.0133,0.768,True,True,90.0,44.7697,True
grid,17.0,294.051,0.12,-0.24,descend,0.0394,0.9272,True,True,90.0,44.4025,True
grid,17.0,294.051,0.12,-0.24,approach,0.0265,0.8356,True,True,90.0,44.4025,True
grid,17.0,296.096,0.12,-0.22,descend,0.0164,0.7479,True,True,90.0,44.5606,True
grid,17.0,296.096,0.12,-0.22,approach,0.0411,0.9421,True,True,90.0,44.5606,True
grid,17.0,298.45,0.12,-0.2,descend,0.0159,0.741,True,True,90.0,44.577,True
grid,17.0,298.45,0.12,-0.2,approach,0.0242,0.8126,True,True,90.0,44.577,True
grid,17.0,301.176,0.12,-0.18,descend,0.0243,0.7817,True,True,90.0,44.7147,True
grid,17.0,301.176,0.12,-0.18,approach,0.0176,0.7776,True,True,90.0,44.7147,True
grid,17.0,304.356,0.12,-0.16,descend,0.0447,0.9267,True,True,90.0,44.8327,True
grid,17.0,304.356,0.12,-0.16,approach,0.0207,0.787,True,True,90.0,44.8327,True
grid,17.0,308.087,0.12,-0.14,descend,0.0653,1.0953,True,True,90.0,44.9343,True
grid,17.0,308.087,0.12,-0.14,approach,0.0212,0.7858,True,True,90.0,44.9343,True
grid,17.0,312.486,0.12,-0.12,descend,0.0855,1.2537,True,True,90.0,45.0217,True
grid,17.0,312.486,0.12,-0.12,approach,0.0256,0.8007,True,True,90.0,45.0217,True
grid,17.0,317.68,0.12,-0.1,descend,0.1055,1.3912,True,True,90.0,45.097,True
grid,17.0,317.68,0.12,-0.1,approach,0.0299,0.814,True,True,90.0,45.097,True
grid,17.0,323.796,0.12,-0.08,descend,0.1251,1.5041,True,True,90.0,45.1608,True
grid,17.0,323.796,0.12,-0.08,approach,0.0329,0.8211,True,True,90.0,45.1608,True
grid,17.0,330.921,0.12,-0.06,descend,0.1436,1.5931,True,True,90.0,45.2138,True
grid,17.0,330.921,0.12,-0.06,approach,0.035,0.8243,True,True,90.0,45.2138,True
grid,17.0,339.051,0.12,-0.04,descend,0.1599,1.6614,True,True,90.0,45.2565,True
grid,17.0,339.051,0.12,-0.04,approach,0.0365,0.8255,True,True,90.0,45.2565,True
grid,17.0,348.023,0.12,-0.02,descend,0.1717,1.7073,True,True,90.0,45.286,True
grid,17.0,348.023,0.12,-0.02,approach,0.0375,0.826,True,True,90.0,45.286,True
grid,17.0,357.486,0.12,-0.0,descend,0.1762,1.724,True,True,90.0,45.2967,True
grid,17.0,357.486,0.12,-0.0,approach,0.0378,0.8262,True,True,90.0,45.2967,True
grid,17.0,6.948,0.12,0.02,descend,0.1716,1.7065,True,True,90.0,45.2856,True
grid,17.0,6.948,0.12,0.02,approach,0.0375,0.826,True,True,90.0,45.2856,True
grid,17.0,15.921,0.12,0.04,descend,0.1596,1.6581,True,True,90.0,45.255,True
grid,17.0,15.921,0.12,0.04,approach,0.0365,0.8254,True,True,90.0,45.255,True
grid,17.0,24.051,0.12,0.06,descend,0.1428,1.586,True,True,90.0,45.2105,True
grid,17.0,24.051,0.12,0.06,approach,0.0349,0.824,True,True,90.0,45.2105,True
grid,17.0,31.176,0.12,0.08,descend,0.124,1.4938,True,True,90.0,45.1559,True
grid,17.0,31.176,0.12,0.08,approach,0.0327,0.8204,True,True,90.0,45.1559,True
grid,17.0,37.291,0.12,0.1,descend,0.1043,1.3794,True,True,90.0,45.0911,True
grid,17.0,37.291,0.12,0.1,approach,0.0296,0.8129,True,True,90.0,45.0911,True
grid,17.0,42.486,0.12,0.12,descend,0.0844,1.2426,True,True,90.0,45.0159,True
grid,17.0,42.486,0.12,0.12,approach,0.0254,0.7998,True,True,90.0,45.0159,True
grid,17.0,46.885,0.12,0.14,descend,0.0644,1.0862,True,True,90.0,44.9292,True
grid,17.0,46.885,0.12,0.14,approach,0.0211,0.7856,True,True,90.0,44.9292,True
grid,17.0,50.616,0.12,0.16,descend,0.044,0.921,True,True,90.0,44.829,True
grid,17.0,50.616,0.12,0.16,approach,0.0208,0.7874,True,True,90.0,44.829,True
grid,17.0,53.796,0.12,0.18,descend,0.024,0.7797,True,True,90.0,44.7127,True
grid,17.0,53.796,0.12,0.18,approach,0.0176,0.7776,True,True,90.0,44.7127,True
grid,17.0,56.522,0.12,0.2,descend,0.0159,0.7412,True,True,90.0,44.5763,True
grid,17.0,56.522,0.12,0.2,approach,0.0242,0.8126,True,True,90.0,44.5763,True
grid,17.0,58.875,0.12,0.22,descend,0.0164,0.7479,True,True,90.0,44.5606,True
grid,17.0,58.875,0.12,0.22,approach,0.0411,0.9421,True,True,90.0,44.5606,True
grid,17.0,60.921,0.12,0.24,descend,0.0394,0.9272,True,True,90.0,44.4025,True
grid,17.0,60.921,0.12,0.24,approach,0.0265,0.8356,True,True,90.0,44.4025,True
grid,17.0,62.711,0.12,0.26,descend,0.0303,0.8493,True,True,90.0,44.7697,True
grid,17.0,62.711,0.12,0.26,approach,0.0133,0.768,True,True,90.0,44.7697,True
grid,17.0,295.787,0.14,-0.26,descend,0.0161,0.7556,True,True,90.0,44.6766,True
grid,17.0,295.787,0.14,-0.26,approach,0.0233,0.8166,True,True,90.0,44.6766,True
grid,17.0,297.742,0.14,-0.24,descend,0.0436,0.9724,True,True,90.0,44.8485,True
grid,17.0,297.742,0.14,-0.24,approach,0.0165,0.781,True,True,90.0,44.8485,True
grid,17.0,299.957,0.14,-0.22,descend,0.028,0.8242,True,True,90.0,44.4734,True
grid,17.0,299.957,0.14,-0.22,approach,0.0345,0.8925,True,True,90.0,44.4734,True
grid,17.0,302.478,0.14,-0.2,descend,0.0138,0.7351,True,True,90.0,44.612,True
grid,17.0,302.478,0.14,-0.2,approach,0.0338,0.8799,True,True,90.0,44.612,True
grid,17.0,305.361,0.14,-0.18,descend,0.0149,0.7355,True,True,90.0,44.6214,True
grid,17.0,305.361,0.14,-0.18,approach,0.021,0.7942,True,True,90.0,44.6214,True
grid,17.0,308.672,0.14,-0.16,descend,0.0283,0.806,True,True,90.0,44.7402,True
grid,17.0,308.672,0.14,-0.16,approach,0.0178,0.7777,True,True,90.0,44.7402,True
grid,17.0,312.486,0.14,-0.14,descend,0.0462,0.9382,True,True,90.0,44.8403,True
grid,17.0,312.486,0.14,-0.14,approach,0.0204,0.7851,True,True,90.0,44.8403,True
grid,17.0,316.885,0.14,-0.12,descend,0.0636,1.078,True,True,90.0,44.9249,True
grid,17.0,316.885,0.14,-0.12,approach,0.0211,0.7855,True,True,90.0,44.9249,True
grid,17.0,321.948,0.14,-0.1,descend,0.0798,1.2038,True,True,90.0,44.9954,True
grid,17.0,321.948,0.14,-0.1,approach,0.0245,0.7967,True,True,90.0,44.9954,True
grid,17.0,327.741,0.14,-0.08,descend,0.0946,1.3088,True,True,90.0,45.0535,True
grid,17.0,327.741,0.14,-0.08,approach,0.0279,0.8074,True,True,90.0,45.0535,True
grid,17.0,334.287,0.14,-0.06,descend,0.1079,1.3923,True,True,90.0,45.1002,True
grid,17.0,334.287,0.14,-0.06,approach,0.0305,0.8149,True,True,90.0,45.1002,True
grid,17.0,341.54,0.14,-0.04,descend,0.1191,1.4567,True,True,90.0,45.1368,True
grid,17.0,341.54,0.14,-0.04,approach,0.0323,0.8192,True,True,90.0,45.1368,True
grid,17.0,349.356,0.14,-0.02,descend,0.127,1.5005,True,True,90.0,45.1617,True
grid,17.0,349.356,0.14,-0.02,approach,0.0333,0.8211,True,True,90.0,45.1617,True
grid,17.0,357.486,0.14,-0.0,descend,0.1297,1.5152,True,True,90.0,45.1701,True
grid,17.0,357.486,0.14,-0.0,approach,0.0336,0.8217,True,True,90.0,45.1701,True
grid,17.0,5.616,0.14,0.02,descend,0.1269,1.4999,True,True,90.0,45.1615,True
grid,17.0,5.616,0.14,0.02,approach,0.0332,0.8211,True,True,90.0,45.1615,True
grid,17.0,13.431,0.14,0.04,descend,0.1189,1.4554,True,True,90.0,45.1362,True
grid,17.0,13.431,0.14,0.04,approach,0.0322,0.819,True,True,90.0,45.1362,True
grid,17.0,20.684,0.14,0.06,descend,0.1074,1.3868,True,True,90.0,45.0976,True
grid,17.0,20.684,0.14,0.06,approach,0.0304,0.8146,True,True,90.0,45.0976,True
grid,17.0,27.231,0.14,0.08,descend,0.0938,1.3008,True,True,90.0,45.0495,True
grid,17.0,27.231,0.14,0.08,approach,0.0278,0.807,True,True,90.0,45.0495,True
grid,17.0,33.023,0.14,0.1,descend,0.0789,1.195,True,True,90.0,44.991,True
grid,17.0,33.023,0.14,0.1,approach,0.0244,0.7961,True,True,90.0,44.991,True
grid,17.0,38.087,0.14,0.12,descend,0.0628,1.0701,True,True,90.0,44.9205,True
grid,17.0,38.087,0.14,0.12,approach,0.0211,0.7853,True,True,90.0,44.9205,True
grid,17.0,42.486,0.14,0.14,descend,0.0456,0.9325,True,True,90.0,44.8368,True
grid,17.0,42.486,0.14,0.14,approach,0.0204,0.7853,True,True,90.0,44.8368,True
grid,17.0,46.3,0.14,0.16,descend,0.0279,0.8035,True,True,90.0,44.7378,True
grid,17.0,46.3,0.14,0.16,approach,0.0178,0.7777,True,True,90.0,44.7378,True
grid,17.0,49.611,0.14,0.18,descend,1.9095,0.6555,True,True,90.0,44.3483,True
grid,17.0,49.611,0.14,0.18,approach,0.021,0.7942,True,True,90.0,44.3483,True
grid,17.0,52.494,0.14,0.2,descend,0.0138,0.7351,True,True,90.0,44.612,True
grid,17.0,52.494,0.14,0.2,approach,0.0338,0.8799,True,True,90.0,44.612,True
grid,17.0,55.015,0.14,0.22,descend,0.028,0.8242,True,True,90.0,44.4734,True
grid,17.0,55.015,0.14,0.22,approach,0.0345,0.8925,True,True,90.0,44.4734,True
grid,17.0,57.229,0.14,0.24,descend,0.0436,0.9724,True,True,90.0,44.8485,True
grid,17.0,57.229,0.14,0.24,approach,0.0165,0.781,True,True,90.0,44.8485,True
grid,17.0,59.185,0.14,0.26,descend,0.0161,0.7556,True,True,90.0,44.6766,True
grid,17.0,59.185,0.14,0.26,approach,0.0233,0.8166,True,True,90.0,44.6766,True
grid,17.0,299.093,0.16,-0.26,descend,0.0147,0.7495,True,True,90.0,44.5593,True
grid,17.0,299.093,0.16,-0.26,approach,0.0167,0.7833,True,True,90.0,44.5593,True
grid,17.0,301.176,0.16,-0.24,descend,0.0269,0.8228,True,True,90.0,44.7485,True
grid,17.0,301.176,0.16,-0.24,approach,0.0145,0.7728,True,True,90.0,44.7485,True
grid,17.0,303.513,0.16,-0.22,descend,0.0455,0.9915,True,True,90.0,44.3654,True
grid,17.0,303.513,0.16,-0.22,approach,0.0225,0.8111,True,True,90.0,44.3654,True
grid,17.0,306.146,0.16,-0.2,descend,0.022,0.7805,True,True,90.0,44.5142,True
grid,17.0,306.146,0.16,-0.2,approach,0.0391,0.9289,True,True,90.0,44.5142,True
grid,17.0,309.119,0.16,-0.18,descend,0.0147,0.738,True,True,90.0,44.6372,True
grid,17.0,309.119,0.16,-0.18,approach,0.0306,0.8549,True,True,90.0,44.6372,True
grid,17.0,312.486,0.16,-0.16,descend,0.0154,0.7375,True,True,90.0,44.6356,True
grid,17.0,312.486,0.16,-0.16,approach,0.0201,0.7897,True,True,90.0,44.6356,True
grid,17.0,316.3,0.16,-0.14,descend,0.0278,0.8028,True,True,90.0,44.7371,True
grid,17.0,316.3,0.16,-0.14,approach,0.0178,0.7777,True,True,90.0,44.7371,True
grid,17.0,320.616,0.16,-0.12,descend,0.0427,0.909,True,True,90.0,44.821,True
grid,17.0,320.616,0.16,-0.12,approach,0.0208,0.7872,True,True,90.0,44.821,True
grid,17.0,325.48,0.16,-0.1,descend,0.0564,1.0173,True,True,90.0,44.8897,True
grid,17.0,325.48,0.16,-0.1,approach,0.0203,0.7833,True,True,90.0,44.8897,True
grid,17.0,330.921,0.16,-0.08,descend,0.0684,1.1117,True,True,90.0,44.9449,True
grid,17.0,330.921,0.16,-0.08,approach,0.0223,0.7893,True,True,90.0,44.9449,True
grid,17.0,336.93,0.16,-0.06,descend,0.0786,1.1881,True,True,90.0,44.9881,True
grid,17.0,336.93,0.16,-0.06,approach,0.0247,0.797,True,True,90.0,44.9881,True
grid,17.0,343.45,0.16,-0.04,descend,0.0869,1.248,True,True,90.0,45.0213,True
grid,17.0,343.45,0.16,-0.04,approach,0.0266,0.8031,True,True,90.0,45.0213,True
grid,17.0,350.361,0.16,-0.02,descend,0.0924,1.2869,True,True,90.0,45.0427,True
grid,17.0,350.361,0.16,-0.02,approach,0.0277,0.8067,True,True,90.0,45.0427,True
grid,17.0,357.486,0.16,-0.0,descend,0.0943,1.2998,True,True,90.0,45.0497,True
grid,17.0,357.486,0.16,-0.0,approach,0.0281,0.8078,True,True,90.0,45.0497,True
grid,17.0,4.611,0.16,0.02,descend,0.0924,1.2864,True,True,90.0,45.0424,True
grid,17.0,4.611,0.16,0.02,approach,0.0277,0.8066,True,True,90.0,45.0424,True
grid,17.0,11.522,0.16,0.04,descend,0.0868,1.2471,True,True,90.0,45.0209,True
grid,17.0,11.522,0.16,0.04,approach,0.0266,0.8029,True,True,90.0,45.0209,True
grid,17.0,18.042,0.16,0.06,descend,0.0782,1.1846,True,True,90.0,44.9861,True
grid,17.0,18.042,0.16,0.06,approach,0.0247,0.7969,True,True,90.0,44.9861,True
grid,17.0,24.051,0.16,0.08,descend,0.0678,1.1058,True,True,90.0,44.9416,True
grid,17.0,24.051,0.16,0.08,approach,0.0223,0.7891,True,True,90.0,44.9416,True
grid,17.0,29.491,0.16,0.1,descend,0.0557,1.0111,True,True,90.0,44.8863,True
grid,17.0,29.491,0.16,0.1,approach,2.6684,0.7343,True,True,90.0,44.8863,True
grid,17.0,34.356,0.16,0.12,descend,0.0421,0.9043,True,True,90.0,44.8178,True
grid,17.0,34.356,0.16,0.12,approach,0.0208,0.7874,True,True,90.0,44.8178,True
grid,17.0,38.672,0.16,0.14,descend,0.0274,0.8005,True,True,90.0,44.7347,True
grid,17.0,38.672,0.16,0.14,approach,0.0178,0.7777,True,True,90.0,44.7347,True
grid,17.0,42.486,0.16,0.16,descend,0.0154,0.7373,True,True,90.0,44.6344,True
grid,17.0,42.486,0.16,0.16,approach,0.0201,0.7897,True,True,90.0,44.6344,True
grid,17.0,45.852,0.16,0.18,descend,0.0147,0.738,True,True,90.0,44.6372,True
grid,17.0,45.852,0.16,0.18,approach,0.0306,0.8549,True,True,90.0,44.6372,True
grid,17.0,48.826,0.16,0.2,descend,0.022,0.7805,True,True,90.0,44.5142,True
grid,17.0,48.826,0.16,0.2,approach,0.0391,0.9289,True,True,90.0,44.5142,True
