sample,host_elapsed_s,mono_ns,phase,door_deg,lip_height_cm,shoulder_deg,shoulder_load_raw,elbow_load_raw,wrist_load_raw,arm_target_error_deg,torque_command,target_door_deg,roll_deg,target_roll_deg,outlet_slope_deg,q_0_deg,q_1_deg,q_2_deg,q_3_deg,q_4_deg,q_5_deg
0,0.026235181,14710679649620,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
1,0.041498292,14710694912731,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
2,0.067246475,14710720660914,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
3,0.08393702,14710737351459,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
4,0.10052823,14710753942669,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
5,0.122391275,14710775805714,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
6,0.1389119,14710792326339,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
7,0.155497573,14710808912012,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
8,0.177276753,14710830691192,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
9,0.193746493,14710847160932,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
10,0.210639031,14710864053470,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
11,0.227146118,14710880560557,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
12,0.249177288,14710902591727,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
13,0.265317711,14710918732150,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
14,0.292395656,14710945810095,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
15,0.308976638,14710962391077,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
16,0.325502723,14710978917162,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
17,0.347240043,14711000654482,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
18,0.363839044,14711017253483,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
19,0.380448286,14711033862725,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
20,0.402502247,14711055916686,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
21,0.419095925,14711072510364,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
22,0.435503341,14711088917780,preflight,2.724609384473183,50.41418798610751,3.779296881928058,140.0,13.0,17.0,0.0,-1.0,2.724609384473183,0.17578127430651508,0.17578127430651508,7.48947129390546,1.230468748258267,3.779296881928058,91.49414061417382,88.15429686071627,0.17578127430651508,2.724609384473183
