step,phase,physics_time_s,object_speed_mps,object_ang_speed_radps,object_tilt_deg,object_disp_xy_mm,object_z_delta_mm,tcp_error_mm,commanded_tcp_error_mm,joint_tracking_error_max_rad,max_robot_filter,max_robot_filter_force_n,witness_source,object_pos_w_m_x,object_pos_w_m_y,object_pos_w_m_z,object_pos_local_m_x,object_pos_local_m_y,object_pos_local_m_z,object_lin_vel_w_mps_x,object_lin_vel_w_mps_y,object_lin_vel_w_mps_z,object_ang_vel_w_radps_x,object_ang_vel_w_radps_y,object_ang_vel_w_radps_z,object_disp_w_m_x,object_disp_w_m_y,object_disp_w_m_z,target_tcp_local_m_x,target_tcp_local_m_y,target_tcp_local_m_z,actual_tcp_local_m_x,actual_tcp_local_m_y,actual_tcp_local_m_z,commanded_tcp_local_m_x,commanded_tcp_local_m_y,commanded_tcp_local_m_z,object_quat_w,object_quat_x,object_quat_y,object_quat_z,actual_base_link_to_link1_rad,actual_link1_to_link2_rad,actual_link2_to_link3_rad,actual_link3_to_link4_rad,actual_link4_to_link5_rad,actual_link5_to_gripper_link_rad,commanded_base_link_to_link1_rad,commanded_link1_to_link2_rad,commanded_link2_to_link3_rad,commanded_link3_to_link4_rad,commanded_link4_to_link5_rad,commanded_link5_to_gripper_link_rad,sensor_net_force_norm_n,sensor_net_force_x_n,sensor_net_force_y_n,sensor_net_force_z_n,support_table_force_norm_n,support_table_force_x_n,support_table_force_y_n,support_table_force_z_n,support_table_contact_point_x_w_m,support_table_contact_point_y_w_m,support_table_contact_point_z_w_m,link4_force_norm_n,link4_force_x_n,link4_force_y_n,link4_force_z_n,link4_contact_point_x_w_m,link4_contact_point_y_w_m,link4_contact_point_z_w_m,link5_force_norm_n,link5_force_x_n,link5_force_y_n,link5_force_z_n,link5_contact_point_x_w_m,link5_contact_point_y_w_m,link5_contact_point_z_w_m,gripper_link_force_norm_n,gripper_link_force_x_n,gripper_link_force_y_n,gripper_link_force_z_n,gripper_link_contact_point_x_w_m,gripper_link_contact_point_y_w_m,gripper_link_contact_point_z_w_m,robot_root_pos_w_m_x,robot_root_pos_w_m_y,robot_root_pos_w_m_z,robot_root_quat_w,robot_root_quat_x,robot_root_quat_y,robot_root_quat_z,robot_root_position_drift_m,robot_root_rotation_drift_rad,object_bottom_z_local_m,object_bottom_table_gap_mm
33,sole_support_robot_free_baseline,0.17,0.002589453793442607,0.039635578232231614,0.0023032463239587714,0.0022630437950372606,0.0005621476173445217,313.3699041145427,0.8178119166311656,0.0037990808486938477,link4,0.0,offline_hull_cylinder_witness,0.30000177025794983,1.4098063729761634e-06,0.03288356214761734,0.30000177025794983,1.4098063729761634e-06,0.03288356214761734,-0.0024504433386027813,0.0004744977049995214,-0.0006895290571264923,-0.0010944443056359887,-0.03859588876366615,0.00895201787352562,1.7702579498402038e-06,1.4098063729761634e-06,5.621476173445217e-07,0.293,0.011,0.032882999999999996,0.3439722955226898,-1.8514692783355713e-06,0.3418837785720825,0.2924208601963537,0.010971623390107113,0.03345972193198064,0.9999999403953552,-9.564064384903759e-06,1.7678325093584135e-05,6.209821776792523e-07,-1.86857937478635e-06,0.0016851038672029972,1.5745954513549805,0.00043194362660869956,-1.3251408745418303e-05,4.337296147238767e-12,0.0,0.0,1.5707963705062866,0.0,0.0,0.0,7.065549373627524,1.2880914255219977e-06,3.1402507829625392e-06,7.065549373626709,7.065549373627524,1.2880914255219977e-06,3.1402507829625392e-06,7.065549373626709,0.29999977350234985,6.461050361394882e-07,-0.012116745114326477,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.012117121202958825,-0.00012120295882558918
34,sole_support_robot_free_baseline,0.17500000000000002,0.0024897406457964023,0.039337463934301875,0.002132610530013456,0.0022076771069762203,0.0005211694240614406,313.36487270346794,0.8178119166311656,0.0038099288940429688,link4,0.0,offline_hull_cylinder_witness,0.29999834299087524,1.4588210888177855e-06,0.03288352116942406,0.29999834299087524,1.4588210888177855e-06,0.03288352116942406,0.0023640526924282312,0.0003463302564341575,-0.0007000847836025059,0.0008690801332704723,0.0391656756401062,-0.0035679994616657495,-1.6570091247447571e-06,1.4588210888177855e-06,5.211694240614406e-07,0.293,0.011,0.032882999999999996,0.34397315979003906,-1.85379758477211e-06,0.3418785333633423,0.2924208601963537,0.010971623390107113,0.03345972193198064,1.0,-9.49646801018389e-06,-1.600528776179999e-05,2.520365114833112e-06,-1.8700590089792968e-06,0.0016898958710953593,1.5746062994003296,0.00043317582458257675,-1.3289354683365673e-05,-3.0483159399463666e-12,0.0,0.0,1.5707963705062866,0.0,0.0,0.0,7.061680316925873,-8.929578712013608e-07,3.2925438517850125e-06,7.061680316925049,7.061680316925873,-8.929578712013608e-07,3.2925438517850125e-06,7.061680316925049,0.3000001907348633,5.543697625398636e-07,-0.012116724625229836,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.012117111557710974,-0.00011155771097517975
35,sole_support_robot_free_baseline,0.18,0.0025898993304734434,0.039650994980683016,0.002325573628716748,0.002315579780412892,0.0005733234882399074,313.36035478772595,0.8178119166311656,0.0038198232650756836,link4,0.0,offline_hull_cylinder_witness,0.3000018298625946,1.4189829471433768e-06,0.032883573323488235,0.3000018298625946,1.4189829471433768e-06,0.032883573323488235,-0.0024540023878216743,0.0004503418749663979,-0.0006947251386009157,-0.0008043085690587759,-0.03862800449132919,0.008912449702620506,1.8298625946155944e-06,1.4189829471433768e-06,5.733234882399074e-07,0.293,0.011,0.032882999999999996,0.34397393465042114,-1.8295831978321075e-06,0.34187382459640503,0.2924208601963537,0.010971623390107113,0.03345972193198064,0.9999999403953552,-9.476104423811194e-06,1.7946265870705247e-05,4.793689072357665e-07,-1.8712005385168595e-06,0.001694201142527163,1.5746161937713623,0.00043428363278508186,-1.3323452549229842e-05,-2.6468900855836086e-12,0.0,0.0,1.5707963705062866,0.0,0.0,0.0,7.063971519471019,1.15703767278319e-06,3.1648437470721547e-06,7.063971519470215,7.063971519471019,1.15703767278319e-06,3.1648437470721547e-06,7.063971519470215,0.29999977350234985,5.948822945356369e-07,-0.012116745114326477,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.012117116651046901,-0.00011665104690181116
36,sole_support_robot_free_baseline,0.185,0.0024931874111073,0.03926498927828891,0.002138819714321349,0.002256033016136575,0.0005211694240614406,313.3561219009132,0.8178119166311656,0.0038286447525024414,link4,0.0,offline_hull_cylinder_witness,0.29999828338623047,1.4638723087045946e-06,0.03288352116942406,0.29999828338623047,1.4638723087045946e-06,0.03288352116942406,0.0023629856295883656,0.0003785149601753801,-0.000699291646014899,0.00047692604130133986,0.039105311036109924,-0.0035052208695560694,-1.7166137695201478e-06,1.4638723087045946e-06,5.211694240614406e-07,0.293,0.011,0.032882999999999996,0.34397464990615845,-1.8295831978321075e-06,0.34186941385269165,0.2924208601963537,0.010971623390107113,0.03345972193198064,0.9999999403953552,-9.537965524941683e-06,-1.6043661162257195e-05,2.7898888674826594e-06,-1.8720414800554863e-06,0.0016980698565021157,1.574625015258789,0.00043527939124032855,-1.3354045222513378e-05,-6.253493816527067e-13,0.0,0.0,1.5707963705062866,0.0,0.0,0.0,7.0625424385078945,-8.150715871124703e-07,3.2925843242992414e-06,7.06254243850708,7.0625424385078945,-8.150715871124703e-07,3.2925843242992414e-06,7.06254243850708,0.30000022053718567,5.73229044675827e-07,-0.01211671531200409,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.012117113399810357,-0.00011339981035793367
37,sole_support_robot_free_baseline,0.19,0.0025974186857667283,0.03973819777307349,0.0023536925967384895,0.0023318852495906057,0.0005733234882399074,313.35252048462485,0.8178119166311656,0.0038366317749023438,link4,0.0,offline_hull_cylinder_witness,0.300001859664917,1.4068884865992004e-06,0.032883573323488235,0.300001859664917,1.4068884865992004e-06,0.032883573323488235,-0.0024610566906630993,0.00045159991714172065,-0.0006970231770537794,-0.000797028187662363,-0.03870820999145508,0.008953412063419819,1.8596649170032897e-06,1.4068884865992004e-06,5.733234882399074e-07,0.293,0.011,0.032882999999999996,0.3439752459526062,-1.953449100255966e-06,0.3418656587600708,0.2924208601963537,0.010971623390107113,0.03345972193198064,0.9999999403953552,-9.392097126692533e-06,1.8266735423821956e-05,4.984640327165835e-07,-1.8726478856478934e-06,0.0017015448538586497,1.574633002281189,0.0004361740138847381,-1.338158926955657e-05,-4.4834546231858896e-13,0.0,0.0,1.5707963705062866,0.0,0.0,0.0,7.063526630402411,1.1309626870570355e-06,3.164523832310806e-06,7.063526630401611,7.063526630402411,1.1309626870570355e-06,3.164523832310806e-06,7.063526630401611,0.2999997138977051,6.174668669700623e-07,-0.012116741389036179,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.012117124993213164,-0.00012499321316514211
38,sole_support_robot_free_baseline,0.195,0.0024942486832144942,0.03923494160404432,0.002144396432370404,0.0022617835107213062,0.0005323452949568264,313.3492490014263,0.8178119166311656,0.0038437843322753906,link4,0.0,offline_hull_cylinder_witness,0.29999828338623047,1.4727191910424153e-06,0.03288353234529495,0.29999828338623047,1.4727191910424153e-06,0.03288353234529495,0.0023631735239177942,0.0003820687998086214,-0.0007005075458437204,0.00042806228157132864,0.03907504305243492,-0.0035126081202179193,-1.7166137695201478e-06,1.4727191910424153e-06,5.323452949568264e-07,0.293,0.011,0.032882999999999996,0.3439757227897644,-1.9827857613563538e-06,0.3418622612953186,0.2924208601963537,0.010971623390107113,0.03345972193198064,1.0,-9.709366167953704e-06,-1.5997473383322358e-05,2.7985995529888896e-06,-1.873054429779586e-06,0.0017046666471287608,1.574640154838562,0.00043697856017388403,-1.3405875506578013e-05,3.114631382666877e-12,0.0,0.0,1.5707963705062866,0.0,0.0,0.0,7.0626983642586305,-7.363448162323039e-07,3.3181872822751757e-06,7.0626983642578125,7.0626983642586305,-7.363448162323039e-07,3.3181872822751757e-06,7.0626983642578125,0.3000001907348633,5.713663995265961e-07,-0.012116718105971813,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.012117103878430138,-0.00010387843013895393
39,sole_support_robot_free_baseline,0.2,0.0025991231427726553,0.03978906787330542,0.0023374094348541105,0.002307441592218993,0.0005807740688368312,313.34637183723254,0.8178119166311656,0.0038498640060424805,link4,0.0,offline_hull_cylinder_witness,0.3000018298625946,1.4056633972359123e-06,0.03288358077406883,0.3000018298625946,1.4056633972359123e-06,0.03288358077406883,-0.0024633838329464197,0.0004481782962102443,-0.0006973646231926978,-0.0007470445125363767,-0.038763225078582764,0.008945626206696033,1.8298625946155944e-06,1.4056633972359123e-06,5.807740688368312e-07,0.293,0.011,0.032882999999999996,0.34397628903388977,-1.9478611648082733e-06,0.34185925126075745,0.2924208601963537,0.010971623390107113,0.03345972193198064,1.0,-9.461955414735712e-06,1.807040098356083e-05,5.097568305245659e-07,-1.8732840771917836e-06,0.0017074705101549625,1.574646234512329,0.00043770053889602423,-1.3427970770862885e-05,1.2154008268566718e-12,0.0,0.0,1.5707963705062866,0.0,0.0,0.0,7.063652515412213,1.2074966662112274e-06,3.2167263270821422e-06,7.063652515411377,7.063652515412213,1.2074966662112274e-06,3.2167263270821422e-06,7.063652515411377,0.29999974370002747,6.032641977071762e-07,-0.012116741389036179,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.012117112711807161,-0.0001127118071618527
40,sole_support_robot_free_baseline,0.20500000000000002,0.0024937780998332657,0.039287486363397385,0.0021686089268035083,0.002239082554110533,0.0005286200046583645,313.3436385617247,0.8178119166311656,0.003855586051940918,link4,0.0,offline_hull_cylinder_witness,0.29999831318855286,1.472466578888998e-06,0.032883528620004654,0.29999831318855286,1.472466578888998e-06,0.032883528620004654,0.002364317188039422,0.00037155888276174664,-0.0007006264640949667,0.000556564365979284,0.03912482410669327,-0.00352774141356349,-1.6868114471324525e-06,1.472466578888998e-06,5.286200046583645e-07,0.293,0.011,0.032882999999999996,0.3439766466617584,-1.955777406692505e-06,0.3418564200401306,0.2924208601963537,0.010971623390107113,0.03345972193198064,1.0,-9.658221642894205e-06,-1.6274592780973762e-05,2.7456646876089508e-06,-1.87339253443497e-06,0.0017099861288443208,1.5746519565582275,0.0004383482737466693,-1.3447871424432378e-05,5.871425307751865e-13,0.0,0.0,1.5707963705062866,0.0,0.0,0.0,7.062730312348227,-8.150931307682185e-07,3.2926716357906116e-06,7.062730312347412,7.062730312348227,-8.150931307682185e-07,3.2926716357906116e-06,7.062730312347412,0.3000001907348633,5.641486495733261e-07,-0.01211671531200409,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.012117114786974165,-0.0001147869741653651
41,sole_support_robot_free_baseline,0.21,0.0025952487791733175,0.039744279877178844,0.002326746228213556,0.0023110766440630794,0.0005733234882399074,313.34113469791026,0.8178119166311656,0.0038608312606811523,link4,0.0,offline_hull_cylinder_witness,0.3000018298625946,1.4116225202087662e-06,0.032883573323488235,0.3000018298625946,1.4116225202087662e-06,0.032883573323488235,-0.002459881827235222,0.00044646052992902696,-0.0006963983178138733,-0.0007356213754974306,-0.03872259706258774,0.008923402987420559,1.8298625946155944e-06,1.4116225202087662e-06,5.733234882399074e-07,0.293,0.011,0.032882999999999996,0.343977153301239,-1.948326826095581e-06,0.3418537974357605,0.2924208601963537,0.010971623390107113,0.03345972193198064,0.9999999403953552,-9.636275535740424e-06,1.7872398530016653e-05,4.2622744444997807e-07,-1.873368887572724e-06,0.001712247496470809,1.5746572017669678,0.0004389310779515654,-1.3465953088598326e-05,5.606001231804603e-13,0.0,0.0,1.5707963705062866,0.0,0.0,0.0,7.0638089180001105,1.180773210762709e-06,3.2425714380224235e-06,7.063808917999268,7.0638089180001105,1.180773210762709e-06,3.2425714380224235e-06,7.063808917999268,0.29999977350234985,5.78584149479866e-07,-0.012116740457713604,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.012117116998906899,-0.0001169989068995625
42,sole_support_robot_free_baseline,0.215,0.0024949299418335646,0.0393075292380431,0.0021401631031132216,0.002239437714336161,0.0005099935531660549,313.3391256110622,0.8178119166311656,0.003865361213684082,link4,0.0,offline_hull_cylinder_witness,0.29999831318855286,1.4730065913681756e-06,0.03288350999355316,0.29999831318855286,1.4730065913681756e-06,0.03288350999355316,0.002365349093452096,0.0003730715252459049,-0.0007004403742030263,0.0005375071195885539,0.03914546221494675,-0.0035250147338956594,-1.6868114471324525e-06,1.4730065913681756e-06,5.099935531660549e-07,0.293,0.011,0.032882999999999996,0.3439774513244629,-1.933891326189041e-06,0.34185171127319336,0.2924208601963537,0.010971623390107113,0.03345972193198064,0.9999999403953552,-9.538433005218394e-06,-1.6057019820436835e-05,2.7894056984223425e-06,-1.8732531543719233e-06,0.0017142804572358727,1.5746617317199707,0.0004394552088342607,-1.3482036592904478e-05,-3.6242452723829477e-13,0.0,0.0,1.5707963705062866,0.0,0.0,0.0,7.062617778778909,-8.663308221912303e-07,3.31875389747438e-06,7.062617778778076,7.062617778778909,-8.663308221912303e-07,3.31875389747438e-06,7.062617778778076,0.3000001907348633,5.841720849275589e-07,-0.012116709724068642,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.012117124974214195,-0.00012497421419607746
43,sole_support_robot_free_baseline,0.22,0.0025971380159575752,0.03977298694605905,0.0023232628928807854,0.0023063054284931895,0.0005695981979414455,313.3371267459796,0.8178119166311656,0.00386965274810791,link4,0.0,offline_hull_cylinder_witness,0.3000018298625946,1.4037975688552251e-06,0.03288356959819794,0.3000018298625946,1.4037975688552251e-06,0.03288356959819794,-0.00246166018769145,0.0004472136206459254,-0.0006966742221266031,-0.0007388652302324772,-0.03875007852911949,0.008931740187108517,1.8298625946155944e-06,1.4037975688552251e-06,5.695981979414455e-07,0.293,0.011,0.032882999999999996,0.34397780895233154,-1.934356987476349e-06,0.3418496251106262,0.2924208601963537,0.010971623390107113,0.03345972193198064,0.9999999403953552,-9.55975065153325e-06,1.7878985090646893e-05,4.720987192285975e-07,-1.87307318810781e-06,0.0017161055002361536,1.5746660232543945,0.00043992596329189837,-1.3496377505362034e-05,2.8875682227258448e-12,0.0,0.0,1.5707963705062866,0.0,0.0,0.0,7.0637421607979185,1.1309971341688652e-06,3.1646204661228694e-06,7.063742160797119,7.0637421607979185,1.1309971341688652e-06,3.1646204661228694e-06,7.063742160797119,0.29999977350234985,6.246846169233322e-07,-0.012116746976971626,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.012117119690797006,-0.00011969079700621665
44,sole_support_robot_free_baseline,0.225,0.00249419603574793,0.03928922674094022,0.0021367890611427493,0.00224180616235958,0.0005137188434645168,313.3353438586157,0.8178119166311656,0.003873586654663086,link4,0.0,offline_hull_cylinder_witness,0.29999831318855286,1.4766048934689024e-06,0.03288351371884346,0.29999831318855286,1.4766048934689024e-06,0.03288351371884346,0.0023647164925932884,0.00037153251469135284,-0.0007007805397734046,0.0005505463341251016,0.03912623971700668,-0.0035323649644851685,-1.6868114471324525e-06,1.4766048934689024e-06,5.137188434645168e-07,0.293,0.011,0.032882999999999996,0.34397804737091064,-1.942738890647888e-06,0.3418477773666382,0.2924208601963537,0.010971623390107113,0.03345972193198064,0.9999999403953552,-9.501368367637042e-06,-1.6044770745793357e-05,2.7654427867673803e-06,-1.872811822067888e-06,0.0017177463741973042,1.5746699571609497,0.0004403492494020611,-1.3509453310689423e-05,-3.114245406693472e-12,0.0,0.0,1.5707963705062866,0.0,0.0,0.0,7.0626077651985835,-8.403306424042967e-07,3.31862815983186e-06,7.062607765197754,7.0626077651985835,-8.403306424042967e-07,3.31862815983186e-06,7.062607765197754,0.30000025033950806,5.443580448627472e-07,-0.012116712518036366,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.012117120247954978,-0.00012024795497875274
45,sole_support_robot_free_baseline,0.23,0.002596819964828083,0.03975991837300294,0.0023275734608823938,0.0023091741057712453,0.0005658729076429836,313.33388855947896,0.8178119166311656,0.003876805305480957,link4,0.0,offline_hull_cylinder_witness,0.3000018298625946,1.4085055681789527e-06,0.03288356587290764,0.3000018298625946,1.4085055681789527e-06,0.03288356587290764,-0.00246103061363101,0.0004491862782742828,-0.0006964437779970467,-0.0007643591379746795,-0.0387350358068943,0.008936658501625061,1.8298625946155944e-06,1.4085055681789527e-06,5.658729076429836e-07,0.293,0.011,0.032882999999999996,0.3439783453941345,-1.798383891582489e-06,0.3418462574481964,0.2924208601963537,0.010971623390107113,0.03345972193198064,0.9999999403953552,-9.578273420629557e-06,1.791173781384714e-05,4.709232541699748e-07,-1.8725154404819477e-06,0.0017192211234942079,1.5746731758117676,0.000440730043919757,-1.3521239452529699e-05,-2.773999346200595e-12,0.0,0.0,1.5707963705062866,0.0,0.0,0.0,7.063823699951971,1.1310103218420409e-06,3.1646570732846158e-06,7.063823699951172,7.063823699951971,1.1310103218420409e-06,3.1646570732846158e-06,7.063823699951172,0.29999974370002747,6.165355443954468e-07,-0.012116744183003902,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.012117124694929371,-0.00012469492937164373
46,sole_support_robot_free_baseline,0.23500000000000001,0.002495954132174903,0.03932716173046041,0.002130842683616725,0.0022352661613891495,0.0005099935531660549,313.3324639631989,0.8178119166311656,0.0038797855377197266,link4,0.0,offline_hull_cylinder_witness,0.29999831318855286,1.4666567267340724e-06,0.03288350999355316,0.29999831318855286,1.4666567267340724e-06,0.03288350999355316,0.0023665097542107105,0.0003719220112543553,-0.0007007800159044564,0.0005556177929975092,0.03916450962424278,-0.0035296068526804447,-1.6868114471324525e-06,1.4666567267340724e-06,5.099935531660549e-07,0.293,0.011,0.032882999999999996,0.343978613615036,-1.8295831978321075e-06,0.341844767332077,0.2924208601963537,0.010971623390107113,0.03345972193198064,0.9999999403953552,-9.42695260164328e-06,-1.602843258297071e-05,2.7764542664954206e-06,-1.8722048480412923e-06,0.00172054348513484,1.5746761560440063,0.00044107131543569267,-1.3531701370084193e-05,-1.2629719318979493e-13,0.0,0.0,1.5707963705062866,0.0,0.0,0.0,7.062575340271826,-8.403267202083953e-07,3.3186129257956054e-06,7.062575340270996,7.062575340271826,-8.403267202083953e-07,3.3186129257956054e-06,7.062575340270996,0.3000001907348633,5.655456334352493e-07,-0.01211671344935894,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.012117122209077305,-0.0001222090773057849
47,sole_support_robot_free_baseline,0.24,0.0025959767553317956,0.03974324773887665,0.00233042720827275,0.0023121938434018502,0.0005658729076429836,313.3311759000357,0.8178119166311656,0.0038826465606689453,link4,0.0,offline_hull_cylinder_witness,0.3000018298625946,1.4134508319330052e-06,0.03288356587290764,0.3000018298625946,1.4134508319330052e-06,0.03288356587290764,-0.0024603838101029396,0.00044709592475555837,-0.0006969304522499442,-0.0007456861203536391,-0.03871973976492882,0.008930366486310959,1.8298625946155944e-06,1.4134508319330052e-06,5.658729076429836e-07,0.293,0.011,0.032882999999999996,0.3439788222312927,-1.8407590687274933e-06,0.3418434262275696,0.2924208601963537,0.010971623390107113,0.03345972193198064,0.9999999403953552,-9.586194209987298e-06,1.793574119801633e-05,5.156431370778591e-07,-1.8718419596552849e-06,0.001721731387078762,1.5746790170669556,0.0004413777787704021,-1.354147752863355e-05,2.56745200186842e-13,0.0,0.0,1.5707963705062866,0.0,0.0,0.0,7.063754558564008,1.053737150868983e-06,3.138372676403378e-06,7.063754558563232,7.063754558564008,1.053737150868983e-06,3.138372676403378e-06,7.063754558563232,0.29999974370002747,6.135087460279465e-07,-0.012116745114326477,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.012117125541526434,-0.00012554152643493022
48,sole_support_robot_free_baseline,0.245,0.002494990757455591,0.039297788283743876,0.002134137664955403,0.0022599192716961525,0.0005174441337629787,313.3298517707364,0.8178119166311656,0.0038852691650390625,link4,0.0,offline_hull_cylinder_witness,0.29999828338623047,1.469854510105506e-06,0.03288351744413376,0.29999828338623047,1.469854510105506e-06,0.03288351744413376,0.0023650904186069965,0.0003753232886083424,-0.0007003275095485151,0.0005129679921083152,0.03913643956184387,-0.00352024519816041,-1.7166137695201478e-06,1.469854510105506e-06,5.174441337629787e-07,0.293,0.011,0.032882999999999996,0.34397900104522705,-1.7997808754444122e-06,0.34184205532073975,0.2924208601963537,0.010971623390107113,0.03345972193198064,0.9999999403953552,-9.46392901823856e-06,-1.6040023183450103e-05,2.8068857318430673e-06,-1.871470317382773e-06,0.001722800312563777,1.5746816396713257,0.0004416539741214365,-1.355010135739576e-05,1.8102395667532467e-12,0.0,0.0,1.5707963705062866,0.0,0.0,0.0,7.062710762024768,-8.395959412155207e-07,3.3445696772105293e-06,7.062710762023926,7.062710762024768,-8.395959412155207e-07,3.3445696772105293e-06,7.062710762023926,0.30000025033950806,5.550682544708252e-07,-0.012116717174649239,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.012117115736050538,-0.00011573605053841196
49,sole_support_robot_free_baseline,0.25,0.0025986472586150807,0.039758726007602926,0.0023402194174464326,0.0023324267425885825,0.0005695981979414455,313.3289904513796,0.8178119166311656,0.0038874149322509766,link4,0.0,offline_hull_cylinder_witness,0.300001859664917,1.4077858168093371e-06,0.03288356959819794,0.300001859664917,1.4077858168093371e-06,0.03288356959819794,-0.002462125848978758,0.00045274506555870175,-0.0006970837712287903,-0.0008075594669207931,-0.03872784227132797,0.008958703838288784,1.8596649170032897e-06,1.4077858168093371e-06,5.695981979414455e-07,0.293,0.011,0.032882999999999996,0.3439791202545166,-1.8249265849590302e-06,0.3418411612510681,0.2924208601963537,0.010971623390107113,0.03345972193198064,0.9999999403953552,-9.385766134073492e-06,1.813770541048143e-05,6.089637736295117e-07,-1.871095378191967e-06,0.0017237612046301365,1.5746837854385376,0.00044190228800289333,-1.355767744826153e-05,9.666757411902482e-13,0.0,0.0,1.5707963705062866,0.0,0.0,0.0,7.063667297364061,1.0797267577800085e-06,3.138454076179187e-06,7.063667297363281,7.063667297364061,1.0797267577800085e-06,3.138454076179187e-06,7.063667297363281,0.2999997138977051,6.407499313354492e-07,-0.012116743251681328,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.012117124721363358,-0.00012472136335858752
