env,seed_policy,commanded_base_link_to_link1_rad,commanded_base_link_to_link1_deg,commanded_link1_to_link2_rad,commanded_link1_to_link2_deg,commanded_link2_to_link3_rad,commanded_link2_to_link3_deg,commanded_link3_to_link4_rad,commanded_link3_to_link4_deg,commanded_link4_to_link5_rad,commanded_link4_to_link5_deg,commanded_link5_to_gripper_link_rad,commanded_link5_to_gripper_link_deg,target_tcp_x_m,commanded_tcp_x_m,target_tcp_y_m,commanded_tcp_y_m,target_tcp_z_m,commanded_tcp_z_m,commanded_tcp_error_mm
0,exact_home_seed_no_jitter,0.03750238371533811,2.148728308569021,0.5429451519883565,31.10846571602184,1.9687393210325523,112.80045405661652,0.1829932767494515,10.484742437013027,0.0,0.0,0.0,0.0,0.293,0.2924208601963537,0.011,0.010971623390107113,0.032882999999999996,0.03345972193198064,0.8178119166311656
