sample,host_elapsed_s,wall_time_ns,host_mono_ns,phase,P_command_I0,b_deg,s_deg,e_deg,t_deg,r_deg,gripper_open_deg,tB_raw,tS_raw,tE_raw,tT_raw,tR_raw,tG_raw
130,2.35904463,1789106159626962023,6523545238860,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
131,2.3767903,1789106159644708008,6523562984530,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
132,2.395032151,1789106159662949540,6523581226381,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
133,2.413146279,1789106159681063569,6523599340509,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
134,2.431214867,1789106159699131800,6523617409097,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
135,2.449063613,1789106159716981007,6523635257843,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
136,2.467113493,1789106159735030792,6523653307723,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
137,2.485009683,1789106159752926788,6523671203913,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
138,2.50304219,1789106159770959435,6523689236420,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
139,2.520774014,1789106159788691366,6523706968244,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
140,2.539485002,1789106159807402328,6523725679232,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
141,2.556070653,1789106159823988086,6523742264883,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
142,2.574006827,1789106159841924256,6523760201057,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
143,2.592002259,1789106159859919610,6523778196489,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
144,2.61011752,1789106159878034652,6523796311750,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
145,2.628110801,1789106159896028106,6523814305031,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
146,2.646097609,1789106159914014979,6523832291839,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
147,2.663893293,1789106159931810750,6523850087523,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
148,2.682058775,1789106159949976022,6523868253005,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
149,2.699967486,1789106159967884922,6523886161716,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
