sample,host_elapsed_s,wall_time_ns,host_mono_ns,phase,P_command_I0,b_deg,s_deg,e_deg,t_deg,r_deg,gripper_open_deg,tB_raw,tS_raw,tE_raw,tT_raw,tR_raw,tG_raw
290,5.225035263,1789106162492952563,6526411229493,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
291,5.242814268,1789106162510731792,6526429008498,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
292,5.260840443,1789106162528757976,6526447034673,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
293,5.278944678,1789106162546862084,6526465138908,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
294,5.297017565,1789106162564934983,6526483211795,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
295,5.315123353,1789106162583040009,6526501317583,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
296,5.333169034,1789106162601086206,6526519363264,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
297,5.351043119,1789106162618960458,6526537237349,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
298,5.369505108,1789106162637422523,6526555699338,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
299,5.386162538,1789106162654079822,6526572356768,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
300,5.403785066,1789106162671702643,6526589979296,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
301,5.421962281,1789106162689879746,6526608156511,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
302,5.439917935,1789106162707835117,6526626112165,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
303,5.457964616,1789106162725882016,6526644158846,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
304,5.475913856,1789106162743831275,6526662108086,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
305,5.494169204,1789106162762086357,6526680363434,baseline,,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
306,5.512345853,1789106162780263442,6526698540083,p8_a,8,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
307,5.529960838,1789106162797878442,6526716155068,p8_a,8,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,48.0,57.0,25.0,0.0,
308,5.550260589,1789106162818178060,6526736454819,p8_a,8,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,22.0,57.0,25.0,0.0,
309,5.567046899,1789106162834964233,6526753241129,p8_a,8,0.0,1.054687473951752,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,22.0,57.0,25.0,0.0,
310,5.584841436,1789106162852758513,6526771035666,p8_a,8,0.0,1.230468748258267,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,26.0,57.0,25.0,0.0,
311,5.603428466,1789106162871345773,6526789622696,p8_a,8,0.0,1.3183593854115245,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
312,5.620005453,1789106162887922607,6526806199683,p8_a,8,0.0,1.4062500225647818,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,34.0,57.0,25.0,0.0,
313,5.638199903,1789106162906116954,6526824394133,p8_a,8,0.0,1.4941406024222599,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
314,5.656114225,1789106162924031425,6526842308455,p8_a,8,0.0,1.4941406024222599,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
315,5.674115069,1789106162942032243,6526860309299,p8_a,8,0.0,1.5820312395755176,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,38.0,57.0,25.0,0.0,
316,5.692000063,1789106162959917214,6526878194293,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,40.0,57.0,25.0,0.0,
317,5.712477614,1789106162980395149,6526898671844,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
318,5.728386173,1789106162996303542,6526914580403,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
319,5.745178034,1789106163013095491,6526931372264,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
320,5.763052023,1789106163030969440,6526949246253,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
321,5.781039159,1789106163048956044,6526967233389,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
322,5.799248453,1789106163067165638,6526985442683,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
323,5.817096728,1789106163085014040,6527003290958,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
324,5.835102096,1789106163103018966,6527021296326,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
325,5.853018801,1789106163120935941,6527039213031,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
326,5.870992576,1789106163138909955,6527057186806,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
327,5.888988837,1789106163156906196,6527075183067,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
328,5.906980393,1789106163174897661,6527093174623,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
329,5.925329649,1789106163193246911,6527111523879,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
330,5.942072097,1789106163209989389,6527128266327,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
331,5.960163596,1789106163228081205,6527146357826,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
332,5.977955395,1789106163245872947,6527164149625,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
333,5.99601103,1789106163263928052,6527182205260,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
334,6.014112976,1789106163282030345,6527200307206,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
335,6.031969146,1789106163299886426,6527218163376,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
336,6.049951048,1789106163317868431,6527236145278,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
337,6.068011583,1789106163335928932,6527254205813,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
338,6.085968856,1789106163353886205,6527272163086,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
339,6.103941888,1789106163371859243,6527290136118,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
340,6.122007526,1789106163389924905,6527308201756,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
341,6.140440792,1789106163408357907,6527326635022,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
342,6.157111634,1789106163425029024,6527343305864,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
343,6.175173965,1789106163443090844,6527361368195,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
344,6.193063452,1789106163460980721,6527379257682,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
345,6.211098894,1789106163479016022,6527397293124,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
346,6.228795406,1789106163496712829,6527414989636,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
347,6.247053069,1789106163514970502,6527433247299,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
348,6.26502302,1789106163532940285,6527451217250,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
349,6.282918174,1789106163550835571,6527469112404,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
350,6.300997675,1789106163568914901,6527487191905,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
351,6.321344447,1789106163589261944,6527507538677,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
352,6.337412277,1789106163605329624,6527523606507,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
353,6.354066946,1789106163621984599,6527540261176,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
354,6.371868302,1789106163639785850,6527558062532,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
355,6.389966644,1789106163657884146,6527576160874,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
356,6.407993719,1789106163675910892,6527594187949,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
357,6.425919825,1789106163693837038,6527612114055,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
358,6.444031264,1789106163711948452,6527630225494,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
359,6.462065421,1789106163729982724,6527648259651,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
360,6.479965236,1789106163747882547,6527666159466,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
361,6.49806051,1789106163765977957,6527684254740,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
362,6.516112201,1789106163784029526,6527702306431,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
363,6.534574246,1789106163802491398,6527720768476,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
364,6.551152387,1789106163819069676,6527737346617,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
365,6.569089455,1789106163837006643,6527755283685,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
366,6.587031963,1789106163854949227,6527773226193,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
367,6.604992979,1789106163872910260,6527791187209,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
368,6.622930832,1789106163890848228,6527809125062,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
369,6.641167566,1789106163909084918,6527827361796,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
370,6.659044068,1789106163926961094,6527845238298,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
371,6.677114296,1789106163945031427,6527863308526,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
372,6.695015352,1789106163962932714,6527881209582,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
373,6.712996403,1789106163980913806,6527899190633,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
374,6.730941318,1789106163998858668,6527917135548,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
375,6.749430561,1789106164017348159,6527935624791,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
376,6.766231974,1789106164034149614,6527952426204,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
377,6.78372129,1789106164051638884,6527969915520,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
378,6.801932847,1789106164069850435,6527988127077,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
379,6.819797868,1789106164087715467,6528005992098,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
380,6.837930853,1789106164105848448,6528024125083,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
381,6.856082234,1789106164123999644,6528042276464,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
382,6.874234714,1789106164142152070,6528060428944,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
383,6.892123136,1789106164160040400,6528078317366,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
384,6.910054849,1789106164177972176,6528096249079,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
385,6.930561931,1789106164198479537,6528116756161,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
386,6.946659723,1789106164214576669,6528132853953,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
387,6.96341302,1789106164231330023,6528149607250,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
388,6.981003991,1789106164248921273,6528167198221,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
389,6.999146634,1789106164267063794,6528185340864,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
390,7.017002184,1789106164284919650,6528203196414,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
391,7.034983416,1789106164302900599,6528221177646,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
392,7.053070586,1789106164320987748,6528239264816,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
393,7.070941699,1789106164338859003,6528257135929,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
394,7.089144717,1789106164357062008,6528275338947,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
395,7.106785664,1789106164374703271,6528292979894,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
396,7.124877567,1789106164392795226,6528311071797,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
397,7.143224263,1789106164411141928,6528329418493,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
398,7.159917437,1789106164427835066,6528346111667,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
399,7.177934446,1789106164445851914,6528364128676,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
400,7.196047692,1789106164463965074,6528382241922,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
401,7.214044734,1789106164481961902,6528400238964,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
402,7.232071002,1789106164499988042,6528418265232,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
403,7.250186462,1789106164518103632,6528436380692,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
404,7.268165305,1789106164536082444,6528454359535,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
405,7.285996081,1789106164553913306,6528472190311,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
406,7.303994417,1789106164571911544,6528490188647,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
407,7.321930431,1789106164589847139,6528508124661,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
408,7.340089482,1789106164608006751,6528526283712,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
409,7.358555889,1789106164626473102,6528544750119,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
410,7.375338474,1789106164643255878,6528561532704,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
411,7.392948376,1789106164660865780,6528579142606,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
412,7.411011924,1789106164678928898,6528597206154,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
413,7.429035449,1789106164696952547,6528615229679,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
414,7.447084401,1789106164715001539,6528633278631,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
415,7.465022626,1789106164732939795,6528651216856,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
416,7.482896294,1789106164750813499,6528669090524,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
417,7.500991203,1789106164768908468,6528687185433,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
418,7.518901039,1789106164786818041,6528705095269,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
419,7.539364016,1789106164807281558,6528725558246,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
420,7.555435184,1789106164823352680,6528741629414,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
421,7.572224737,1789106164840141781,6528758418967,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
422,7.590132938,1789106164858050318,6528776327168,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
423,7.607830707,1789106164875748051,6528794024937,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
424,7.626073995,1789106164893991187,6528812268225,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
425,7.64410767,1789106164912025073,6528830301900,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
426,7.662113744,1789106164930030625,6528848307974,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
427,7.680034139,1789106164947951188,6528866228369,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
428,7.698014781,1789106164965931843,6528884209011,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
429,7.716253275,1789106164984170367,6528902447505,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
430,7.733025214,1789106165000942459,6528919219444,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
431,7.751617728,1789106165019535096,6528937811958,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
432,7.768238928,1789106165036156278,6528954433158,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
433,7.785877847,1789106165053795239,6528972072077,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
434,7.804134801,1789106165072052205,6528990329031,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
435,7.822000864,1789106165089918171,6529008195094,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
436,7.839941918,1789106165107859265,6529026136148,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
437,7.858012924,1789106165125930250,6529044207154,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
438,7.875959048,1789106165143876177,6529062153278,p8_a,8,0.0,1.6699218767287751,91.14257812285656,0.3515624913172506,0.0,2.4609374730134164,9.0,36.0,57.0,25.0,0.0,
